Component,Core Cycles,System Cycles,Kernel Cycles,User Cycles,Kernel Entries,Schedules,Core CPU Util,Core Kernel CPU Util,Core User CPU Util
System Total 10Mb/s,255966269100,6519987749,2167021353,4352966396,3468353,3015712,2.55,0.85,1.7
System Total 20Mb/s,138032075210,7451919698,2516039622,4935880076,3868398,3384316,5.4,1.82,3.58
System Total 50Mb/s,67537039177,8312596828,2757249899,5555346929,4134656,3545072,12.31,4.08,8.23
System Total 100Mb/s,43907918384,9692675398,3103295070,6589380328,4657797,4002208,22.08,7.07,15.01
System Total 200Mb/s,32224557676,10621607665,3110959465,7510648200,4638506,3765449,32.96,9.65,23.31
System Total 300Mb/s,28293555521,11856144207,3232551456,8623592751,4727244,3850365,41.9,11.43,30.48
System Total 400Mb/s,26288305037,11521744610,2652664554,8869080056,3963262,2993794,43.83,10.09,33.74
System Total 500Mb/s,25068161949,11943425351,2318850348,9624575003,3378819,2520848,47.64,9.25,38.39
System Total 600Mb/s,24287710274,12265004412,1928123847,10336880565,2866309,2085123,50.5,7.94,42.56
System Total 700Mb/s,23812496265,12866139482,1696121314,11170018168,2564104,1810832,54.03,7.12,46.91
System Total 800Mb/s,23396409704,13436768249,1476106223,11960662026,2168942,1589936,57.43,6.31,51.12
System Total 900Mb/s,23066181495,14016431127,1204487390,12811943737,1730509,1312014,60.77,5.22,55.54
System Total 1000Mb/s,22883596163,14488807093,1078480251,13410326842,1535038,1176080,63.32,4.71,58.6

TEST 1: 10Mb/s
CORE 0 TOTAL,255966269100,6519987749,2167021353,4352966396,3468353,3015712,2.55,0.85,1.7
serial_driver,255966269100,34007,2914,31093,2,2,0.0,0.0,0.0
serial_virt_tx,255966269100,12738,4176,8562,2,2,0.0,0.0,0.0
ethernet_driver,255966269100,2168272775,711522273,1456750502,880921,867276,0.85,0.28,0.57
net_virt_tx,255966269100,871752190,328665976,543086214,324089,324089,0.34,0.13,0.21
net_virt_rx,255966269100,1352280876,619098612,733182264,839931,619327,0.53,0.24,0.29
client0,255966269100,893617202,128745919,764871283,207208,207133,0.35,0.05,0.3
client0_net_copier,255966269100,1144604296,357423728,787180568,624991,410234,0.45,0.14,0.31
client1,255966269100,16505625,5425564,11080061,9605,9604,0.01,0.0,0.0
client1_net_copier,255966269100,1526029,442256,1083773,518,346,0.0,0.0,0.0
timer_driver,255966269100,71382011,15689935,55692076,27523,24202,0.03,0.01,0.02

TEST 2: 20Mb/s
CORE 0 TOTAL,138032075210,7451919698,2516039622,4935880076,3868398,3384316,5.4,1.82,3.58
serial_driver,138032075210,34908,4897,30011,2,2,0.0,0.0,0.0
serial_virt_tx,138032075210,13026,4309,8717,2,2,0.0,0.0,0.0
ethernet_driver,138032075210,2529810602,845974441,1683836161,1048808,1037863,1.83,0.61,1.22
net_virt_tx,138032075210,1065404417,410056341,655348076,407523,407523,0.77,0.3,0.47
net_virt_rx,138032075210,1513330583,698312981,815017602,939946,703653,1.1,0.51,0.59
client0,138032075210,1006513615,147495108,859018507,237945,237805,0.73,0.11,0.62
client0_net_copier,138032075210,1284585833,401972087,882613746,696161,461622,0.93,0.29,0.64
client1,138032075210,11018421,3425993,7592428,5046,5046,0.01,0.0,0.01
client1_net_copier,138032075210,762585,198934,563651,198,132,0.0,0.0,0.0
timer_driver,138032075210,40445708,8594531,31851177,15253,13194,0.03,0.01,0.02

TEST 3: 50Mb/s
CORE 0 TOTAL,67537039177,8312596828,2757249899,5555346929,4134656,3545072,12.31,4.08,8.23
serial_driver,67537039177,34676,4657,30019,2,2,0.0,0.0,0.0
serial_virt_tx,67537039177,12848,4336,8512,2,2,0.0,0.0,0.0
ethernet_driver,67537039177,2756623689,901841272,1854782417,1108894,1096946,4.08,1.34,2.75
net_virt_tx,67537039177,1094309467,404284846,690024621,396813,396813,1.62,0.6,1.02
net_virt_rx,67537039177,1770740800,811635243,959105557,1100573,809349,2.62,1.2,1.42
client0,67537039177,1158133180,161328109,996805071,259385,259203,1.71,0.24,1.48
client0_net_copier,67537039177,1499193751,469061169,1030132582,822690,537644,2.22,0.69,1.53
client1,67537039177,8381287,1945511,6435776,2567,2567,0.01,0.0,0.01
client1_net_copier,67537039177,339059,91613,247446,88,59,0.0,0.0,0.0
timer_driver,67537039177,24828071,7053143,17774928,7701,6578,0.04,0.01,0.03

TEST 4: 100Mb/s
CORE 0 TOTAL,43907918384,9692675398,3103295070,6589380328,4657797,4002208,22.08,7.07,15.01
serial_driver,43907918384,35224,3696,31528,3,3,0.0,0.0,0.0
serial_virt_tx,43907918384,12510,3898,8612,2,2,0.0,0.0,0.0
ethernet_driver,43907918384,3151000499,1004924400,2146076099,1257829,1217412,7.18,2.29,4.89
net_virt_tx,43907918384,1312483530,476801117,835682413,467594,467594,2.99,1.09,1.9
net_virt_rx,43907918384,1996003702,895381916,1100621786,1223691,918983,4.55,2.04,2.51
client0,43907918384,1439998000,190179817,1249818183,305653,305466,3.28,0.43,2.85
client0_net_copier,43907918384,1768873351,528908736,1239964615,912989,608384,4.03,1.2,2.82
client1,43907918384,6475090,1726253,4748837,1717,1716,0.01,0.0,0.01
client1_net_copier,43907918384,198700,56799,141901,51,34,0.0,0.0,0.0
timer_driver,43907918384,17594792,5308438,12286354,5016,4206,0.04,0.01,0.03

TEST 5: 200Mb/s
CORE 0 TOTAL,32224557676,10621607665,3110959465,7510648200,4638506,3765449,32.96,9.65,23.31
serial_driver,32224557676,32099,2846,29253,2,2,0.0,0.0,0.0
serial_virt_tx,32224557676,13699,4657,9042,2,2,0.0,0.0,0.0
ethernet_driver,32224557676,3427135453,994062095,2433073358,1280609,1177731,10.64,3.08,7.55
net_virt_tx,32224557676,1234144844,409266119,824878725,394379,394365,3.83,1.27,2.56
net_virt_rx,32224557676,2217412846,961096741,1256316105,1344323,953413,6.88,2.98,3.9
client0,32224557676,1684141199,178036267,1506104932,279491,279341,5.23,0.55,4.67
client0_net_copier,32224557676,2040017117,563204598,1476812519,1008384,639799,6.33,1.75,4.58
client1,32224557676,4848025,1140808,3707217,1297,1295,0.02,0.0,0.01
client1_net_copier,32224557676,317906,100458,217448,108,74,0.0,0.0,0.0
timer_driver,32224557676,13544477,4044876,9499601,3977,3173,0.04,0.01,0.03

TEST 6: 300Mb/s
CORE 0 TOTAL,28293555521,11856144207,3232551456,8623592751,4727244,3850365,41.9,11.43,30.48
serial_driver,28293555521,32309,2907,29402,2,2,0.0,0.0,0.0
serial_virt_tx,28293555521,13140,4092,9048,2,2,0.0,0.0,0.0
ethernet_driver,28293555521,3678433713,986879864,2691553849,1261776,1145440,13.0,3.49,9.51
net_virt_tx,28293555521,1357915845,419866497,938049348,403941,402931,4.8,1.48,3.32
net_virt_rx,28293555521,2413999859,1042324213,1371675646,1430193,1046090,8.53,3.68,4.85
client0,28293555521,2074224274,201018247,1873206027,317501,317349,7.33,0.71,6.62
client0_net_copier,28293555521,2314749579,577774885,1736974694,1022295,656388,8.18,2.04,6.14
client1,28293555521,4267709,961771,3305938,1154,1149,0.02,0.0,0.01
client1_net_copier,28293555521,227164,65747,161417,58,40,0.0,0.0,0.0
timer_driver,28293555521,12280615,3653233,8627382,3701,2888,0.04,0.01,0.03

TEST 7: 400Mb/s
CORE 0 TOTAL,26288305037,11521744610,2652664554,8869080056,3963262,2993794,43.83,10.09,33.74
serial_driver,26288305037,34198,4758,29440,2,2,0.0,0.0,0.0
serial_virt_tx,26288305037,12874,3931,8943,2,2,0.0,0.0,0.0
ethernet_driver,26288305037,3726349139,849870181,2876478958,1133843,989635,14.17,3.23,10.94
net_virt_tx,26288305037,1053197354,237142618,816054736,228901,221972,4.01,0.9,3.1
net_virt_rx,26288305037,2277690045,942177538,1335512507,1325267,896780,8.66,3.58,5.08
client0,26288305037,2094344358,137098994,1957245364,210824,210706,7.97,0.52,7.45
client0_net_copier,26288305037,2353164680,481834248,1871330432,919012,539017,8.95,1.83,7.12
client1,26288305037,4336597,777581,3559016,1074,1069,0.02,0.0,0.01
client1_net_copier,26288305037,779159,253230,525929,276,191,0.0,0.0,0.0
timer_driver,26288305037,11836206,3501475,8334731,3533,2659,0.05,0.01,0.03

TEST 8: 500Mb/s
CORE 0 TOTAL,25068161949,11943425351,2318850348,9624575003,3378819,2520848,47.64,9.25,38.39
serial_driver,25068161949,34395,2866,31529,2,2,0.0,0.0,0.0
serial_virt_tx,25068161949,12242,3496,8746,2,2,0.0,0.0,0.0
ethernet_driver,25068161949,3964015969,802003659,3162012310,1068152,909543,15.81,3.2,12.61
net_virt_tx,25068161949,1055255960,187595013,867660947,180652,180649,4.21,0.75,3.46
net_virt_rx,25068161949,2135541522,824968364,1310573158,1137812,770193,8.52,3.29,5.23
client0,25068161949,2367170964,129305709,2237865255,189848,185317,9.44,0.52,8.93
client0_net_copier,25068161949,2405130037,370450832,2034679205,734126,407841,9.59,1.48,8.12
client1,25068161949,4021631,841812,3179819,988,981,0.02,0.0,0.01
client1_net_copier,25068161949,576759,190595,386164,218,151,0.0,0.0,0.0
timer_driver,25068161949,11665872,3488002,8177870,3379,2549,0.05,0.01,0.03

TEST 9: 600Mb/s
CORE 0 TOTAL,24287710274,12265004412,1928123847,10336880565,2866309,2085123,50.5,7.94,42.56
serial_driver,24287710274,34905,3004,31901,2,2,0.0,0.0,0.0
serial_virt_tx,24287710274,13245,4244,9001,2,2,0.0,0.0,0.0
ethernet_driver,24287710274,4107753849,686059359,3421694490,931831,787411,16.91,2.82,14.09
net_virt_tx,24287710274,1158014935,177385744,980629191,177517,163355,4.77,0.73,4.04
net_virt_rx,24287710274,1856457679,642285601,1214172078,920786,588834,7.64,2.64,5.0
client0,24287710274,2563474771,75387916,2488086855,106551,104698,10.55,0.31,10.24
client0_net_copier,24287710274,2562939630,342247863,2220691767,661226,373249,10.55,1.41,9.14
client1,24287710274,3807877,987238,2820639,885,885,0.02,0.0,0.01
client1_net_copier,24287710274,240915,79371,161544,65,46,0.0,0.0,0.0
timer_driver,24287710274,12266606,3683507,8583099,3212,2422,0.05,0.02,0.04

TEST 10: 700Mb/s
CORE 0 TOTAL,23812496265,12866139482,1696121314,11170018168,2564104,1810832,54.03,7.12,46.91
serial_driver,23812496265,34909,3449,31460,2,2,0.0,0.0,0.0
serial_virt_tx,23812496265,12854,3674,9180,2,2,0.0,0.0,0.0
ethernet_driver,23812496265,4203088994,613364704,3589724290,831706,693208,17.65,2.58,15.07
net_virt_tx,23812496265,1166058026,124677409,1041380617,118357,111982,4.9,0.52,4.37
net_virt_rx,23812496265,1819762011,555511311,1264250700,821521,500950,7.64,2.33,5.31
client0,23812496265,2815489279,38356854,2777132425,55490,55349,11.82,0.16,11.66
client0_net_copier,23812496265,2844294501,359168456,2485126045,668587,381749,11.94,1.51,10.44
client1,23812496265,4220827,1105618,3115209,889,889,0.02,0.0,0.01
client1_net_copier,23812496265,623893,196581,427312,185,135,0.0,0.0,0.0
timer_driver,23812496265,12554188,3733258,8820930,3221,2436,0.05,0.02,0.04

TEST 11: 800Mb/s
CORE 0 TOTAL,23396409704,13436768249,1476106223,11960662026,2168942,1589936,57.43,6.31,51.12
serial_driver,23396409704,32990,3098,29892,2,2,0.0,0.0,0.0
serial_virt_tx,23396409704,13708,5015,8693,2,2,0.0,0.0,0.0
ethernet_driver,23396409704,4350062835,510722139,3839340696,719667,570061,18.59,2.18,16.41
net_virt_tx,23396409704,1298483865,151773077,1146710788,139706,139408,5.55,0.65,4.9
net_virt_rx,23396409704,1727383328,488803480,1238579848,695745,461243,7.38,2.09,5.29
client0,23396409704,3145874455,39697003,3106177452,56852,56781,13.45,0.17,13.28
client0_net_copier,23396409704,2898099975,280064413,2618035562,487881,294050,12.39,1.2,11.19
client1,23396409704,3971359,1203069,2768290,860,860,0.02,0.01,0.01
client1_net_copier,23396409704,335045,115530,219515,113,83,0.0,0.0,0.0
timer_driver,23396409704,12510689,3719399,8791290,2954,2298,0.05,0.02,0.04

TEST 12: 900Mb/s
CORE 0 TOTAL,23066181495,14016431127,1204487390,12811943737,1730509,1312014,60.77,5.22,55.54
serial_driver,23066181495,32707,3011,29696,2,2,0.0,0.0,0.0
serial_virt_tx,23066181495,12579,4010,8569,2,2,0.0,0.0,0.0
ethernet_driver,23066181495,4460354752,410109651,4050245101,610852,443972,19.34,1.78,17.56
net_virt_tx,23066181495,1465210348,169493940,1295716408,159693,154383,6.35,0.73,5.62
net_virt_rx,23066181495,1624466542,387203072,1237263470,527427,388382,7.04,1.68,5.36
client0,23066181495,3484393892,40854976,3443538916,58210,58121,15.11,0.18,14.93
client0_net_copier,23066181495,2965382633,191827407,2773555226,304921,198468,12.86,0.83,12.02
client1,23066181495,3862927,1151207,2711720,849,849,0.02,0.0,0.01
client1_net_copier,23066181495,236561,72193,164368,58,40,0.0,0.0,0.0
timer_driver,23066181495,12478186,3767923,8710263,2969,2281,0.05,0.02,0.04

TEST 13: 1000Mb/s
CORE 0 TOTAL,22883596163,14488807093,1078480251,13410326842,1535038,1176080,63.32,4.71,58.6
serial_driver,22883596163,34977,3186,31791,2,2,0.0,0.0,0.0
serial_virt_tx,22883596163,12232,3358,8874,2,2,0.0,0.0,0.0
ethernet_driver,22883596163,4525820005,354914733,4170905272,544070,378121,19.78,1.55,18.23
net_virt_tx,22883596163,1530294034,173293613,1357000421,163591,157277,6.69,0.76,5.93
net_virt_rx,22883596163,1591925494,347080019,1244845475,462251,357111,6.96,1.52,5.44
client0,22883596163,3692018844,41951745,3650067099,60302,59996,16.13,0.18,15.95
client0_net_copier,22883596163,3131735625,156371305,2975364320,234643,154298,13.69,0.68,13.0
client1,22883596163,3979090,1054388,2924702,855,855,0.02,0.0,0.01
client1_net_copier,22883596163,435746,139288,296458,133,89,0.0,0.0,0.0
timer_driver,22883596163,12551046,3668616,8882430,3186,2344,0.05,0.02,0.04

L1 i-cache misses,L1 d-cache misses,L1 i-tlb misses,L1 d-tlb misses,Instructions,Branch mispredictions
46731287,40698417,2430003,5609348,174711988452,11608663,
55075134,46563407,2853038,6464075,94267022186,12612127,
