Component,Core Cycles,System Cycles,Kernel Cycles,User Cycles,Kernel Entries,Schedules,Core CPU Util,Core Kernel CPU Util,Core User CPU Util
System Total 10Mb/s,255968487731,7222741723,2481981478,4740760245,3966271,3527299,2.82,0.97,1.85
System Total 20Mb/s,138205662970,7267498201,2476424630,4791073571,3798479,3313434,5.26,1.79,3.47
System Total 50Mb/s,67517334351,8802400085,3010361412,5792038673,4483163,3890231,13.04,4.46,8.58
System Total 100Mb/s,43910063012,8664709312,2715244760,5949464552,4113807,3476543,19.73,6.18,13.55
System Total 200Mb/s,32228033923,11099149590,3368178050,7730971540,4945258,4035401,34.44,10.45,23.99
System Total 300Mb/s,28290417039,10934217368,2847486243,8086731125,4243657,3366357,38.65,10.07,28.58
System Total 400Mb/s,26269110812,11672969746,2755630902,8917338844,4074761,3106516,44.44,10.49,33.95
System Total 500Mb/s,25086769354,11867448879,2296311300,9571137579,3355537,2500159,47.31,9.15,38.15
System Total 600Mb/s,24286762117,12324247178,1968380179,10355866999,2926742,2119552,50.74,8.1,42.64
System Total 700Mb/s,23815289074,12870413230,1706666730,11163746500,2577871,1818577,54.04,7.17,46.88
System Total 800Mb/s,23391925771,13473664981,1491005662,11982659319,2188402,1596606,57.6,6.37,51.23
System Total 900Mb/s,23060924658,14017307478,1210634327,12806673151,1733797,1313175,60.78,5.25,55.53
System Total 1000Mb/s,22876318260,14377912966,1085843051,13292069915,1541117,1181783,62.85,4.75,58.1

TEST 1: 10Mb/s
CORE 0 TOTAL,255968487731,7222741723,2481981478,4740760245,3966271,3527299,2.82,0.97,1.85
serial_driver,255968487731,32120,3009,29111,2,2,0.0,0.0,0.0
serial_virt_tx,255968487731,13103,3641,9462,2,2,0.0,0.0,0.0
ethernet_driver,255968487731,2517308333,868504930,1648803403,1070006,1069268,0.98,0.34,0.64
net_virt_tx,255968487731,1101854413,423215000,678639413,428080,428080,0.43,0.17,0.27
net_virt_rx,255968487731,1410918875,650525973,760392902,873363,656085,0.55,0.25,0.3
client0,255968487731,905078765,141208447,763870318,228084,228027,0.35,0.06,0.3
client0_net_copier,255968487731,1198821304,377124399,821696905,652571,435241,0.47,0.15,0.32
client1,255968487731,17121297,5528004,11593293,9720,9720,0.01,0.0,0.0
client1_net_copier,255968487731,2109580,660011,1449569,828,553,0.0,0.0,0.0
timer_driver,255968487731,69483933,15208064,54275869,27517,24289,0.03,0.01,0.02

TEST 2: 20Mb/s
CORE 0 TOTAL,138205662970,7267498201,2476424630,4791073571,3798479,3313434,5.26,1.79,3.47
serial_driver,138205662970,31912,2989,28923,2,2,0.0,0.0,0.0
serial_virt_tx,138205662970,16615,6312,10303,3,2,0.0,0.0,0.0
ethernet_driver,138205662970,2474647163,839661406,1634985757,1036328,1025967,1.79,0.61,1.18
net_virt_tx,138205662970,1047544352,395726224,651818128,397148,397148,0.76,0.29,0.47
net_virt_rx,138205662970,1482960843,684923953,798036890,926649,688831,1.07,0.5,0.58
client0,138205662970,939859406,143042374,796817032,230186,230017,0.68,0.1,0.58
client0_net_copier,138205662970,1268798076,400784808,868013268,699441,465048,0.92,0.29,0.63
client1,138205662970,11685679,3473987,8211692,5133,5133,0.01,0.0,0.01
client1_net_copier,138205662970,1679056,534707,1144349,692,463,0.0,0.0,0.0
timer_driver,138205662970,40275099,8267870,32007229,15310,13275,0.03,0.01,0.02

TEST 3: 50Mb/s
CORE 0 TOTAL,67517334351,8802400085,3010361412,5792038673,4483163,3890231,13.04,4.46,8.58
serial_driver,67517334351,34871,3004,31867,2,2,0.0,0.0,0.0
serial_virt_tx,67517334351,13616,4166,9450,2,2,0.0,0.0,0.0
ethernet_driver,67517334351,2982339167,1012822493,1969516674,1250297,1232821,4.42,1.5,2.92
net_virt_tx,67517334351,1270777985,482299131,788478854,483071,483071,1.88,0.71,1.17
net_virt_rx,67517334351,1821758111,840287256,981470855,1139482,850507,2.7,1.24,1.45
client0,67517334351,1146907990,176398429,970509561,282581,282385,1.7,0.26,1.44
client0_net_copier,67517334351,1546989247,489370546,1057618701,852275,567187,2.29,0.72,1.57
client1,67517334351,8803602,2107397,6696205,2607,2607,0.01,0.0,0.01
client1_net_copier,67517334351,366151,98928,267223,95,64,0.0,0.0,0.0
timer_driver,67517334351,24409345,6970062,17439283,7657,6515,0.04,0.01,0.03

TEST 4: 100Mb/s
CORE 0 TOTAL,43910063012,8664709312,2715244760,5949464552,4113807,3476543,19.73,6.18,13.55
serial_driver,43910063012,34688,3064,31624,2,2,0.0,0.0,0.0
serial_virt_tx,43910063012,13283,3792,9491,2,2,0.0,0.0,0.0
ethernet_driver,43910063012,2936899768,916948516,2019951252,1151713,1112439,6.69,2.09,4.6
net_virt_tx,43910063012,1123376886,390855425,732521461,388102,388102,2.56,0.89,1.67
net_virt_rx,43910063012,1767758574,783276015,984482559,1084721,782701,4.03,1.78,2.24
client0,43910063012,1235868815,148461216,1087407599,239248,239074,2.81,0.34,2.48
client0_net_copier,43910063012,1575782651,468646856,1107135795,830127,538084,3.59,1.07,2.52
client1,43910063012,6767057,1560346,5206711,1777,1776,0.02,0.0,0.01
client1_net_copier,43910063012,628934,206268,422666,245,164,0.0,0.0,0.0
timer_driver,43910063012,17578656,5283262,12295394,4938,4175,0.04,0.01,0.03

TEST 5: 200Mb/s
CORE 0 TOTAL,32228033923,11099149590,3368178050,7730971540,4945258,4035401,34.44,10.45,23.99
serial_driver,32228033923,33643,3571,30072,3,3,0.0,0.0,0.0
serial_virt_tx,32228033923,13334,3940,9394,2,2,0.0,0.0,0.0
ethernet_driver,32228033923,3438882753,1023866631,2415016122,1320460,1184951,10.67,3.18,7.49
net_virt_tx,32228033923,1385701298,481170777,904530521,471903,471837,4.3,1.49,2.81
net_virt_rx,32228033923,2383373919,1059142871,1324231048,1474930,1080627,7.4,3.29,4.11
client0,32228033923,1742498091,212950318,1529547773,336910,336718,5.41,0.66,4.75
client0_net_copier,32228033923,2130061606,585884925,1544176681,1042982,673352,6.61,1.82,4.79
client1,32228033923,4791133,1025475,3765658,1275,1272,0.01,0.0,0.01
client1_net_copier,32228033923,388515,127206,261309,144,97,0.0,0.0,0.0
timer_driver,32228033923,13405298,4002336,9402962,3907,3179,0.04,0.01,0.03

TEST 6: 300Mb/s
CORE 0 TOTAL,28290417039,10934217368,2847486243,8086731125,4243657,3366357,38.65,10.07,28.58
serial_driver,28290417039,33028,3510,29518,2,2,0.0,0.0,0.0
serial_virt_tx,28290417039,13103,3797,9306,2,2,0.0,0.0,0.0
ethernet_driver,28290417039,3532534618,916033590,2616501028,1179814,1083514,12.49,3.24,9.25
net_virt_tx,28290417039,1152889098,321073757,831815341,309232,308749,4.08,1.13,2.94
net_virt_rx,28290417039,2226835495,938821771,1288013724,1320496,912949,7.87,3.32,4.55
client0,28290417039,1845686653,150568516,1695118137,236425,236283,6.52,0.53,5.99
client0_net_copier,28290417039,2159248191,516288029,1642960162,949660,589362,7.63,1.82,5.81
client1,28290417039,4357333,925408,3431925,1154,1150,0.02,0.0,0.01
client1_net_copier,28290417039,409338,138985,270353,165,114,0.0,0.0,0.0
timer_driver,28290417039,12210511,3628880,8581631,3582,2842,0.04,0.01,0.03

TEST 7: 400Mb/s
CORE 0 TOTAL,26269110812,11672969746,2755630902,8917338844,4074761,3106516,44.44,10.49,33.95
serial_driver,26269110812,35291,2850,32441,2,2,0.0,0.0,0.0
serial_virt_tx,26269110812,13430,3899,9531,2,2,0.0,0.0,0.0
ethernet_driver,26269110812,3723413355,863720425,2859692930,1147861,985407,14.17,3.29,10.89
net_virt_tx,26269110812,1157291771,287451075,869840696,276905,273408,4.41,1.09,3.31
net_virt_rx,26269110812,2289769049,954470082,1335298967,1341588,922788,8.72,3.63,5.08
client0,26269110812,2125708972,149174935,1976534037,231469,231257,8.09,0.57,7.52
client0_net_copier,26269110812,2360579381,496422338,1864157043,932079,559623,8.99,1.89,7.1
client1,26269110812,3983757,758071,3225686,1045,1042,0.02,0.0,0.01
client1_net_copier,26269110812,383675,131376,252299,158,110,0.0,0.0,0.0
timer_driver,26269110812,11791065,3495851,8295214,3454,2649,0.04,0.01,0.03

TEST 8: 500Mb/s
CORE 0 TOTAL,25086769354,11867448879,2296311300,9571137579,3355537,2500159,47.31,9.15,38.15
serial_driver,25086769354,32757,3354,29403,2,2,0.0,0.0,0.0
serial_virt_tx,25086769354,13592,4181,9411,2,2,0.0,0.0,0.0
ethernet_driver,25086769354,3969953066,809788216,3160164850,1074889,921720,15.82,3.23,12.6
net_virt_tx,25086769354,1091207073,207401783,883805290,202775,201609,4.35,0.83,3.52
net_virt_rx,25086769354,2068814387,788970125,1279844262,1103074,736393,8.25,3.14,5.1
client0,25086769354,2333014549,118335073,2214679476,176162,167803,9.3,0.47,8.83
client0_net_copier,25086769354,2388407660,367331613,2021076047,730503,405395,9.52,1.46,8.06
client1,25086769354,3706092,758348,2947744,958,950,0.01,0.0,0.01
client1_net_copier,25086769354,296788,102495,194293,118,79,0.0,0.0,0.0
timer_driver,25086769354,12002915,3616112,8386803,3383,2565,0.05,0.01,0.03

TEST 9: 600Mb/s
CORE 0 TOTAL,24286762117,12324247178,1968380179,10355866999,2926742,2119552,50.74,8.1,42.64
serial_driver,24286762117,34097,4068,30029,3,3,0.0,0.0,0.0
serial_virt_tx,24286762117,14923,3441,11482,2,2,0.0,0.0,0.0
ethernet_driver,24286762117,4130141843,701723328,3428418515,942244,793853,17.01,2.89,14.12
net_virt_tx,24286762117,1150215026,168347434,981867592,172644,155491,4.74,0.69,4.04
net_virt_rx,24286762117,1901588552,664459176,1237129376,945550,608826,7.83,2.74,5.09
client0,24286762117,2561945495,76722136,2485223359,110861,110607,10.55,0.32,10.23
client0_net_copier,24286762117,2563300964,352073698,2211227266,686912,382981,10.55,1.45,9.1
client1,24286762117,3688372,989094,2699278,882,882,0.02,0.0,0.01
client1_net_copier,24286762117,108103,33365,74738,31,22,0.0,0.0,0.0
timer_driver,24286762117,13209803,4024439,9185364,3166,2450,0.05,0.02,0.04

TEST 10: 700Mb/s
CORE 0 TOTAL,23815289074,12870413230,1706666730,11163746500,2577871,1818577,54.04,7.17,46.88
serial_driver,23815289074,36142,4143,31999,3,3,0.0,0.0,0.0
serial_virt_tx,23815289074,13654,4220,9434,2,2,0.0,0.0,0.0
ethernet_driver,23815289074,4197979310,619776236,3578203074,834570,696007,17.63,2.6,15.02
net_virt_tx,23815289074,1170143215,127665528,1042477687,121911,116090,4.91,0.54,4.38
net_virt_rx,23815289074,1806325913,552832156,1253493757,822272,497528,7.58,2.32,5.26
client0,23815289074,2809230464,37873711,2771356753,55172,55054,11.8,0.16,11.64
client0_net_copier,23815289074,2869475410,363492339,2505983071,675681,386420,12.05,1.53,10.52
client1,23815289074,3681294,937680,2743614,868,868,0.02,0.0,0.01
client1_net_copier,23815289074,200734,66818,133916,72,49,0.0,0.0,0.0
