Component,Core Cycles,System Cycles,Kernel Cycles,User Cycles,Kernel Entries,Schedules,Core CPU Util,Core Kernel CPU Util,Core User CPU Util
System Total 10Mb/s,255779616945,6046968832,2123156480,3923812352,3438370,2979189,2.36,0.83,1.53
System Total 20Mb/s,138035385475,7021799781,2524653480,4497146301,3884530,3407681,5.09,1.83,3.26
System Total 50Mb/s,67532600279,8331036252,2967358936,5363677316,4494547,3903435,12.34,4.39,7.94
System Total 100Mb/s,43912413160,8766362393,2948595999,5817766394,4429534,3706622,19.96,6.71,13.25
System Total 200Mb/s,32225693250,9847934430,2983723726,6864210704,4478166,3624949,30.56,9.26,21.3
System Total 300Mb/s,28293381509,11083665110,3087032100,7996633010,4563846,3663249,39.17,10.91,28.26
System Total 400Mb/s,26289283617,11479225265,2817814886,8661410379,4186468,3178559,43.67,10.72,32.95
System Total 500Mb/s,25086727206,11646005506,2327762275,9318243231,3441944,2528049,46.42,9.28,37.14
System Total 600Mb/s,24282607530,12188829300,2007697563,10181131737,2964213,2167287,50.2,8.27,41.93
System Total 700Mb/s,23810995667,12791810967,1716995349,11074815618,2609757,1843141,53.72,7.21,46.51
System Total 800Mb/s,23392717736,13404306829,1524514513,11879792316,2255303,1633366,57.3,6.52,50.78
System Total 900Mb/s,23067469103,14032047406,1247736139,12784311267,1795614,1352849,60.83,5.41,55.42
System Total 1000Mb/s,22884176659,14449746713,1125951072,13323795641,1598624,1232417,63.14,4.92,58.22

TEST 1: 10Mb/s
CORE 0 TOTAL,255779616945,6046968832,2123156480,3923812352,3438370,2979189,2.36,0.83,1.53
serial_driver,255779616945,31212,3014,28198,2,2,0.0,0.0,0.0
serial_virt_tx,255779616945,12278,3841,8437,2,2,0.0,0.0,0.0
ethernet_driver,255779616945,1989162243,688528853,1300633390,863034,853440,0.78,0.27,0.51
net_virt_tx,255779616945,772303942,312463945,459839997,310987,310987,0.3,0.12,0.18
net_virt_rx,255779616945,1260204065,618573775,641630290,848316,619735,0.49,0.24,0.25
client0,255779616945,828975910,126785398,702190512,203141,203103,0.32,0.05,0.27
client0_net_copier,255779616945,1108976621,354754811,754221810,628223,410824,0.43,0.14,0.29
client1,255779616945,16754670,5818554,10936116,9731,9731,0.01,0.0,0.0
client1_net_copier,255779616945,1995439,652426,1343013,799,533,0.0,0.0,0.0
timer_driver,255779616945,68552452,15571863,52980589,27450,24213,0.03,0.01,0.02

TEST 2: 20Mb/s
CORE 0 TOTAL,138035385475,7021799781,2524653480,4497146301,3884530,3407681,5.09,1.83,3.26
serial_driver,138035385475,33169,4652,28517,2,2,0.0,0.0,0.0
serial_virt_tx,138035385475,12052,3629,8423,2,2,0.0,0.0,0.0
ethernet_driver,138035385475,2360201183,843136698,1517064485,1048773,1042671,1.71,0.61,1.1
net_virt_tx,138035385475,988173202,411858829,576314373,412935,412935,0.72,0.3,0.42
net_virt_rx,138035385475,1408692400,696495014,712197386,944443,710296,1.02,0.5,0.52
client0,138035385475,952953082,151674853,801278229,243327,243162,0.69,0.11,0.58
client0_net_copier,138035385475,1260497238,409581443,850915795,707615,473308,0.91,0.3,0.62
client1,138035385475,11004460,3146741,7857719,5092,5092,0.01,0.0,0.01
client1_net_copier,138035385475,1227944,385806,842138,459,306,0.0,0.0,0.0
timer_driver,138035385475,39005051,8365815,30639236,15192,13256,0.03,0.01,0.02

TEST 3: 50Mb/s
CORE 0 TOTAL,67532600279,8331036252,2967358936,5363677316,4494547,3903435,12.34,4.39,7.94
serial_driver,67532600279,31734,2919,28815,2,2,0.0,0.0,0.0
serial_virt_tx,67532600279,12472,4163,8309,2,2,0.0,0.0,0.0
ethernet_driver,67532600279,2814189850,989720934,1824468916,1239505,1225981,4.17,1.47,2.7
net_virt_tx,67532600279,1144185038,473356869,670828169,473846,473846,1.69,0.7,0.99
