Component,Core Cycles,System Cycles,Kernel Cycles,User Cycles,Kernel Entries,Schedules,Core CPU Util,Core Kernel CPU Util,Core User CPU Util
System Total 10Mb/s,255974776135,6677042274,2289064015,4387978259,3644316,3195528,2.61,0.89,1.71
System Total 20Mb/s,138031496929,7220806840,2484454604,4736352236,3817038,3330872,5.23,1.8,3.43
System Total 50Mb/s,67534781898,8303539565,2825253192,5478286373,4215962,3620968,12.3,4.18,8.11
System Total 100Mb/s,43890572254,8863995239,2833264048,6030731191,4239361,3616534,20.2,6.46,13.74
System Total 200Mb/s,32227342302,11145782030,3405203190,7740578840,5000014,4223506,34.58,10.57,24.02
System Total 300Mb/s,28273672982,11125256164,2975104677,8150151487,4388508,3501706,39.35,10.52,28.83
System Total 400Mb/s,26283515836,11816874436,2857374934,8959499502,4188122,3203065,44.96,10.87,34.09
System Total 500Mb/s,25084561101,11741475082,2277939986,9463535096,3357327,2467448,46.81,9.08,37.73
System Total 600Mb/s,24284548438,12330840098,2000424714,10330415384,2966899,2158308,50.78,8.24,42.54
System Total 700Mb/s,23816820419,12842694362,1708012115,11134682247,2584786,1826636,53.92,7.17,46.75
System Total 800Mb/s,23393332652,13438058205,1497152584,11940905621,2201170,1605969,57.44,6.4,51.04
System Total 900Mb/s,23059900277,14021224682,1216829091,12804395591,1748791,1321217,60.8,5.28,55.53
System Total 1000Mb/s,23081550385,14459752237,1112845534,13346906703,1582683,1217675,62.65,4.82,57.83

TEST 1: 10Mb/s
CORE 0 TOTAL,255974776135,6677042274,2289064015,4387978259,3644316,3195528,2.61,0.89,1.71
serial_driver,255974776135,33325,2987,30338,2,2,0.0,0.0,0.0
serial_virt_tx,255974776135,12522,3532,8990,2,2,0.0,0.0,0.0
ethernet_driver,255974776135,2218950874,756306920,1462643954,931032,922579,0.87,0.3,0.57
net_virt_tx,255974776135,921509199,361470771,560038428,356942,356942,0.36,0.14,0.22
net_virt_rx,255974776135,1356435264,640232673,716202591,863338,643593,0.53,0.25,0.28
client0,255974776135,918997524,137084070,781913454,221328,221265,0.36,0.05,0.31
client0_net_copier,255974776135,1172862712,372698011,800164701,645698,428599,0.46,0.15,0.31
client1,255974776135,16473813,5468181,11005632,9501,9501,0.01,0.0,0.0
client1_net_copier,255974776135,1111998,299818,812180,304,203,0.0,0.0,0.0
timer_driver,255974776135,70655043,15497052,55157991,27564,24303,0.03,0.01,0.02

TEST 2: 20Mb/s
CORE 0 TOTAL,138031496929,7220806840,2484454604,4736352236,3817038,3330872,5.23,1.8,3.43
serial_driver,138031496929,31060,2938,28122,2,2,0.0,0.0,0.0
serial_virt_tx,138031496929,15323,4714,10609,2,2,0.0,0.0,0.0
ethernet_driver,138031496929,2459830546,840986882,1618843664,1040418,1028771,1.78,0.61,1.17
net_virt_tx,138031496929,1019450436,402627420,616823016,399261,399261,0.74,0.29,0.45
net_virt_rx,138031496929,1452016672,687700635,764316037,926099,688098,1.05,0.5,0.55
client0,138031496929,978728306,142566217,836162089,229618,229512,0.71,0.1,0.61
client0_net_copier,138031496929,1258172112,398533238,859638874,692270,458036,0.91,0.29,0.62
client1,138031496929,11335263,3093433,8241830,5136,5136,0.01,0.0,0.01
client1_net_copier,138031496929,1404914,432725,972189,534,357,0.0,0.0,0.0
timer_driver,138031496929,39822208,8506402,31315806,15170,13209,0.03,0.01,0.02

TEST 3: 50Mb/s
CORE 0 TOTAL,67534781898,8303539565,2825253192,5478286373,4215962,3620968,12.3,4.18,8.11
serial_driver,67534781898,32714,3053,29661,2,2,0.0,0.0,0.0
serial_virt_tx,67534781898,13249,4645,8604,2,2,0.0,0.0,0.0
ethernet_driver,67534781898,2751311276,924794538,1826516738,1137306,1121505,4.07,1.37,2.7
net_virt_tx,67534781898,1111145255,430724123,680421132,422833,422833,1.65,0.64,1.01
net_virt_rx,67534781898,1745831270,819124320,926706950,1113391,820681,2.59,1.21,1.37
client0,67534781898,1155060944,165519148,989541796,266193,266019,1.71,0.25,1.47
client0_net_copier,67534781898,1506921409,475924317,1030997092,832143,547005,2.23,0.7,1.53
client1,67534781898,8444131,1963008,6481123,2603,2603,0.01,0.0,0.01
client1_net_copier,67534781898,514595,142671,371924,144,98,0.0,0.0,0.0
timer_driver,67534781898,24264722,7053369,17211353,7604,6503,0.04,0.01,0.03

TEST 4: 100Mb/s
CORE 0 TOTAL,43890572254,8863995239,2833264048,6030731191,4239361,3616534,20.2,6.46,13.74
serial_driver,43890572254,36185,4661,31524,4,4,0.0,0.0,0.0
serial_virt_tx,43890572254,13351,4469,8882,2,2,0.0,0.0,0.0
ethernet_driver,43890572254,2927592120,931505090,1996087030,1174032,1122234,6.67,2.12,4.55
net_virt_tx,43890572254,1163903535,430161215,733742320,420866,420866,2.65,0.98,1.67
net_virt_rx,43890572254,1793915280,821900509,972014771,1117026,831179,4.09,1.87,2.21
client0,43890572254,1331422475,165933296,1165489179,266365,266235,3.03,0.38,2.66
client0_net_copier,43890572254,1622171170,476647259,1145523911,827026,547438,3.7,1.09,2.61
client1,43890572254,6886811,1629457,5257354,1786,1786,0.02,0.0,0.01
client1_net_copier,43890572254,693944,223157,470787,252,171,0.0,0.0,0.0
timer_driver,43890572254,17360368,5254935,12105433,4977,4218,0.04,0.01,0.03

TEST 5: 200Mb/s
CORE 0 TOTAL,32227342302,11145782030,3405203190,7740578840,5000014,4223506,34.58,10.57,24.02
serial_driver,32227342302,32696,3556,29140,3,3,0.0,0.0,0.0
serial_virt_tx,32227342302,13372,4257,9115,2,2,0.0,0.0,0.0
ethernet_driver,32227342302,3466214728,1063940602,2402274126,1318217,1255954,10.76,3.3,7.45
net_virt_tx,32227342302,1408365236,491163763,917201473,474118,474088,4.37,1.52,2.85
net_virt_rx,32227342302,2288724358,1028693904,1260030454,1402706,1049166,7.1,3.19,3.91
client0,32227342302,1820585554,212167925,1608417629,341178,340994,5.65,0.66,4.99
client0_net_copier,32227342302,2143354842,604059842,1539295000,1041768,691938,6.65,1.87,4.78
client1,32227342302,4767081,1046716,3720365,1270,1265,0.01,0.0,0.01
client1_net_copier,32227342302,208047,62117,145930,55,38,0.0,0.0,0.0
timer_driver,32227342302,13516116,4060508,9455608,4063,3208,0.04,0.01,0.03

TEST 6: 300Mb/s
CORE 0 TOTAL,28273672982,11125256164,2975104677,8150151487,4388508,3501706,39.35,10.52,28.83
serial_driver,28273672982,31800,2877,28923,2,2,0.0,0.0,0.0
serial_virt_tx,28273672982,12358,3541,8817,2,2,0.0,0.0,0.0
ethernet_driver,28273672982,3550271360,938103062,2612168298,1215106,1095656,12.56,3.32,9.24
net_virt_tx,28273672982,1188686883,362997276,825689607,344503,343622,4.2,1.28,2.92
net_virt_rx,28273672982,2250840610,972818060,1278022550,1354119,956575,7.96,3.44,4.52
client0,28273672982,1923956214,165399178,1758557036,260484,260343,6.8,0.58,6.22
client0_net_copier,28273672982,2194645720,530976770,1663668950,958815,602514,7.76,1.88,5.88
client1,28273672982,4626538,1093506,3533032,1184,1183,0.02,0.0,0.01
client1_net_copier,28273672982,519949,174729,345220,203,138,0.0,0.0,0.0
timer_driver,28273672982,11664732,3535678,8129054,3504,2834,0.04,0.01,0.03

TEST 7: 400Mb/s
CORE 0 TOTAL,26283515836,11816874436,2857374934,8959499502,4188122,3203065,44.96,10.87,34.09
serial_driver,26283515836,34712,5810,28902,2,2,0.0,0.0,0.0
serial_virt_tx,26283515836,12502,3793,8709,2,2,0.0,0.0,0.0
ethernet_driver,26283515836,3719913806,875968306,2843945500,1164039,994465,14.15,3.33,10.82
net_virt_tx,26283515836,1150546988,302184089,848362899,287520,284771,4.38,1.15,3.23
net_virt_rx,26283515836,2341283856,1002612810,1338671046,1392957,971095,8.91,3.81,5.09
client0,26283515836,2198206642,167545090,2030661552,258901,258685,8.36,0.64,7.73
client0_net_copier,26283515836,2391423694,504870175,1886553519,944666,565286,9.1,1.92,7.18
client1,26283515836,3771415,705010,3066405,1008,1004,0.01,0.0,0.01
client1_net_copier,26283515836,137811,43832,93979,42,30,0.0,0.0,0.0
timer_driver,26283515836,11543010,3436019,8106991,3513,2670,0.04,0.01,0.03

TEST 8: 500Mb/s
CORE 0 TOTAL,25084561101,11741475082,2277939986,9463535096,3357327,2467448,46.81,9.08,37.73
serial_driver,25084561101,31908,2794,29114,2,2,0.0,0.0,0.0
serial_virt_tx,25084561101,12842,3679,9163,2,2,0.0,0.0,0.0
ethernet_driver,25084561101,3898283699,789036097,3109247602,1077038,893023,15.54,3.15,12.4
net_virt_tx,25084561101,1080507320,213783231,866724089,205687,204543,4.31,0.85,3.46
net_virt_rx,25084561101,2037378249,780226993,1257151256,1092940,726146,8.12,3.11,5.01
client0,25084561101,2325855189,109331112,2216524077,161920,160910,9.27,0.44,8.84
client0_net_copier,25084561101,2384448280,381436643,2003011637,745239,416140,9.51,1.52,7.99
client1,25084561101,3842933,787029,3055904,972,966,0.02,0.0,0.01
client1_net_copier,25084561101,327232,118623,208609,133,96,0.0,0.0,0.0
timer_driver,25084561101,10787430,3213785,7573645,3219,2507,0.04,0.01,0.03

TEST 9: 600Mb/s
CORE 0 TOTAL,24284548438,12330840098,2000424714,10330415384,2966899,2158308,50.78,8.24,42.54
serial_driver,24284548438,34470,5043,29427,2,2,0.0,0.0,0.0
serial_virt_tx,24284548438,13283,3890,9393,2,2,0.0,0.0,0.0
ethernet_driver,24284548438,4107274314,701170251,3406104063,945527,799723,16.91,2.89,14.03
