Component,Core Cycles,System Cycles,Kernel Cycles,User Cycles,Kernel Entries,Schedules,Core CPU Util,Core Kernel CPU Util,Core User CPU Util
System Total 10Mb/s,255779156135,6889881352,2366414632,4523466720,3758740,3310595,2.69,0.93,1.77
System Total 20Mb/s,138026696359,7430576054,2551182351,4879393703,3930664,3452948,5.38,1.85,3.54
System Total 50Mb/s,67543709093,8925266609,3066216487,5859050122,4569273,3997577,13.21,4.54,8.67
System Total 100Mb/s,43912409449,9533145284,3092818858,6440326426,4641735,3972385,21.71,7.04,14.67
System Total 200Mb/s,32223930465,9742440213,2764329897,6978110316,4142415,3318979,30.23,8.58,21.66
System Total 300Mb/s,28273488194,10980869873,2875845964,8105023909,4273733,3427507,38.84,10.17,28.67
System Total 400Mb/s,26272083397,11573422720,2712995265,8860427455,4051957,3045356,44.05,10.33,33.73
System Total 500Mb/s,25064042346,11760329846,2266414442,9493915404,3336813,2463818,46.92,9.04,37.88
System Total 600Mb/s,24266229568,12287151853,1962461690,10324690163,2915555,2117968,50.63,8.09,42.55
System Total 700Mb/s,23813295479,12802546019,1673335882,11129210137,2528832,1791498,53.76,7.03,46.74
System Total 800Mb/s,23393387435,13443055435,1495416327,11947639108,2193923,1602068,57.47,6.39,51.07
System Total 900Mb/s,23064375976,14025704808,1225395497,12800309311,1753099,1328791,60.81,5.31,55.5
System Total 1000Mb/s,22853276309,14399445710,1095370168,13304075542,1553481,1192040,63.01,4.79,58.22

TEST 1: 10Mb/s
CORE 0 TOTAL,255779156135,6889881352,2366414632,4523466720,3758740,3310595,2.69,0.93,1.77
serial_driver,255779156135,31275,2814,28461,2,2,0.0,0.0,0.0
serial_virt_tx,255779156135,13558,3950,9608,2,2,0.0,0.0,0.0
ethernet_driver,255779156135,2300777389,794830104,1505947285,978045,968893,0.9,0.31,0.59
net_virt_tx,255779156135,1009921892,384006149,625915743,385976,385976,0.39,0.15,0.24
net_virt_rx,255779156135,1397881483,647512698,750368785,876689,658261,0.55,0.25,0.29
client0,255779156135,903909661,142122420,761787241,229040,228979,0.35,0.06,0.3
client0_net_copier,255779156135,1190965437,376913953,814051484,653217,436125,0.47,0.15,0.32
client1,255779156135,16463404,5388849,11074555,9564,9564,0.01,0.0,0.0
client1_net_copier,255779156135,1243941,339444,904497,344,230,0.0,0.0,0.0
timer_driver,255779156135,68673312,15294251,53379061,27488,24257,0.03,0.01,0.02

TEST 2: 20Mb/s
CORE 0 TOTAL,138026696359,7430576054,2551182351,4879393703,3930664,3452948,5.38,1.85,3.54
serial_driver,138026696359,31056,3125,27931,2,2,0.0,0.0,0.0
serial_virt_tx,138026696359,16436,4443,11993,2,2,0.0,0.0,0.0
ethernet_driver,138026696359,2531044035,874007661,1657036374,1076078,1070492,1.83,0.63,1.2
net_virt_tx,138026696359,1103001252,416896615,686104637,419565,419565,0.8,0.3,0.5
net_virt_rx,138026696359,1497394004,696561893,800832111,937892,702130,1.08,0.5,0.58
client0,138026696359,962381994,147975285,814406709,238270,238132,0.7,0.11,0.59
client0_net_copier,138026696359,1285711031,403739185,881971846,700619,466392,0.93,0.29,0.64
client1,138026696359,11104420,3320946,7783474,5122,5122,0.01,0.0,0.01
client1_net_copier,138026696359,641285,171764,469521,169,113,0.0,0.0,0.0
timer_driver,138026696359,39250541,8501434,30749107,15101,13193,0.03,0.01,0.02

TEST 3: 50Mb/s
CORE 0 TOTAL,67543709093,8925266609,3066216487,5859050122,4569273,3997577,13.21,4.54,8.67
serial_driver,67543709093,32937,2802,30135,2,2,0.0,0.0,0.0
serial_virt_tx,67543709093,12853,3769,9084,2,2,0.0,0.0,0.0
ethernet_driver,67543709093,2966047978,1026229530,1939818448,1253353,1253202,4.39,1.52,2.87
net_virt_tx,67543709093,1333002525,503496166,829506359,505351,505351,1.97,0.75,1.23
net_virt_rx,67543709093,1846565775,850265842,996299933,1155952,870979,2.73,1.26,1.48
client0,67543709093,1169472088,178465576,991006512,287859,287656,1.73,0.26,1.47
client0_net_copier,67543709093,1576853496,498881043,1077972453,861703,576540,2.33,0.74,1.6
client1,67543709093,8620265,1944562,6675703,2586,2586,0.01,0.0,0.01
client1_net_copier,67543709093,319843,86214,233629,84,57,0.0,0.0,0.0
timer_driver,67543709093,24338849,6840983,17497866,7696,6540,0.04,0.01,0.03

TEST 4: 100Mb/s
CORE 0 TOTAL,43912409449,9533145284,3092818858,6440326426,4641735,3972385,21.71,7.04,14.67
