Component,Core Cycles,System Cycles,Kernel Cycles,User Cycles,Kernel Entries,Schedules,Core CPU Util,Core Kernel CPU Util,Core User CPU Util
System Total 10Mb/s,255965635103,7398679691,2382609628,5016070063,3823233,3380719,2.89,0.93,1.96
System Total 20Mb/s,138034910682,7688137064,2464193419,5223943645,3814675,3338717,5.57,1.79,3.78
System Total 50Mb/s,67536950155,9543689156,3093114788,6450574368,4614213,4017293,14.13,4.58,9.55
System Total 100Mb/s,43912498675,9621689349,2934050946,6687638403,4388801,3673222,21.91,6.68,15.23
System Total 200Mb/s,32224312974,11084868238,3139586095,7945282143,4658219,3857356,34.4,9.74,24.66
System Total 300Mb/s,28275621259,11832164707,3059680541,8772484166,4492029,3626262,41.85,10.82,31.02
System Total 400Mb/s,26285614816,11874999896,2678650458,9196349438,3951148,2993017,45.18,10.19,34.99
System Total 500Mb/s,25082556249,11950717878,2220687207,9730030671,3260345,2413749,47.65,8.85,38.79
System Total 600Mb/s,24284105017,12305033762,1857015126,10448018636,2769797,2010539,50.67,7.65,43.02
System Total 700Mb/s,23813903548,12950502200,1663241146,11287261054,2511433,1779184,54.38,6.98,47.4
System Total 800Mb/s,23394913068,13537572130,1444259749,12093312381,2108082,1555010,57.87,6.17,51.69
System Total 900Mb/s,23066340780,14085089128,1173165250,12911923878,1676630,1274499,61.06,5.09,55.98
System Total 1000Mb/s,23086167053,14489480105,1060854427,13428625678,1505842,1156094,62.76,4.6,58.17

TEST 1: 10Mb/s
CORE 0 TOTAL,255965635103,7398679691,2382609628,5016070063,3823233,3380719,2.89,0.93,1.96
serial_driver,255965635103,35395,2721,32674,2,2,0.0,0.0,0.0
serial_virt_tx,255965635103,13320,4252,9068,2,2,0.0,0.0,0.0
ethernet_driver,255965635103,2531113924,812801809,1718312115,1013077,1008508,0.99,0.32,0.67
net_virt_tx,255965635103,1075587299,394263212,681324087,397644,397644,0.42,0.15,0.27
net_virt_rx,255965635103,1485957230,640857003,845100227,864761,647156,0.58,0.25,0.33
client0,255965635103,977520838,140062570,837458268,223851,223752,0.38,0.05,0.33
client0_net_copier,255965635103,1235047654,372987839,862059815,646909,430251,0.48,0.15,0.34
client1,255965635103,17346895,5588492,11758403,9632,9632,0.01,0.0,0.0
client1_net_copier,255965635103,1933401,548272,1385129,637,425,0.0,0.0,0.0
timer_driver,255965635103,74123735,15493458,58630277,27598,24294,0.03,0.01,0.02

TEST 2: 20Mb/s
CORE 0 TOTAL,138034910682,7688137064,2464193419,5223943645,3814675,3338717,5.57,1.79,3.78
serial_driver,138034910682,33228,2980,30248,2,2,0.0,0.0,0.0
serial_virt_tx,138034910682,15304,4705,10599,2,2,0.0,0.0,0.0
ethernet_driver,138034910682,2616805292,835119650,1781685642,1039223,1033861,1.9,0.61,1.29
net_virt_tx,138034910682,1094789086,397322657,697466429,398965,398965,0.79,0.29,0.51
net_virt_rx,138034910682,1578837220,681209474,897627746,921832,686737,1.14,0.49,0.65
client0,138034910682,1029004917,142529906,886475011,229240,229100,0.75,0.1,0.64
client0_net_copier,138034910682,1314498002,396027736,918470266,689387,456402,0.95,0.29,0.67
client1,138034910682,11132775,3425229,7707546,4954,4954,0.01,0.0,0.01
client1_net_copier,138034910682,718256,175932,542324,175,117,0.0,0.0,0.0
timer_driver,138034910682,42302984,8375150,33927834,15473,13194,0.03,0.01,0.02

TEST 3: 50Mb/s
CORE 0 TOTAL,67536950155,9543689156,3093114788,6450574368,4614213,4017293,14.13,4.58,9.55
serial_driver,67536950155,33751,3032,30719,2,2,0.0,0.0,0.0
serial_virt_tx,67536950155,13517,4381,9136,2,2,0.0,0.0,0.0
ethernet_driver,67536950155,3192600541,1023732559,2168867982,1282815,1257729,4.73,1.52,3.21
