Component,Core Cycles,System Cycles,Kernel Cycles,User Cycles,Kernel Entries,Schedules,Core CPU Util,Core Kernel CPU Util,Core User CPU Util
System Total 10Mb/s,255784484639,6985959381,2403879905,4582079476,3860186,3418399,2.73,0.94,1.79
System Total 20Mb/s,138028737289,7262010954,2491153038,4770857916,3851427,3372931,5.26,1.8,3.46
System Total 50Mb/s,67543705573,8510539225,2902644406,5607894819,4403288,3795522,12.6,4.3,8.3
System Total 100Mb/s,43907289488,9716443656,3199777393,6516666263,4811234,4120479,22.13,7.29,14.84
System Total 200Mb/s,32223011917,11061890597,3377000272,7684890325,4981811,4080910,34.33,10.48,23.85
System Total 300Mb/s,28291997948,10580095313,2725052722,7855042591,4095394,3195087,37.4,9.63,27.76
System Total 400Mb/s,26284731961,11921135088,2889251441,9031883647,4231259,3216319,45.35,10.99,34.36
System Total 500Mb/s,25068013606,11890719298,2331736768,9558982530,3413142,2530317,47.43,9.3,38.13
System Total 600Mb/s,24286534541,12227210388,1949208593,10278001795,2882928,2107506,50.35,8.03,42.32
System Total 700Mb/s,23814637485,12838377959,1692239983,11146137976,2567492,1821805,53.91,7.11,46.8
System Total 800Mb/s,23393409992,13476240746,1499753540,11976487206,2210856,1610697,57.61,6.41,51.2
System Total 900Mb/s,23064256194,14036710449,1218498294,12818212155,1752732,1323388,60.86,5.28,55.58
System Total 1000Mb/s,23025030771,14480266830,1123105729,13357161101,1598383,1232402,62.89,4.88,58.01

TEST 1: 10Mb/s
CORE 0 TOTAL,255784484639,6985959381,2403879905,4582079476,3860186,3418399,2.73,0.94,1.79
serial_driver,255784484639,33779,3013,30766,2,2,0.0,0.0,0.0
serial_virt_tx,255784484639,13234,4606,8628,2,2,0.0,0.0,0.0
ethernet_driver,255784484639,2412192394,825853986,1586338408,1027838,1025254,0.94,0.32,0.62
net_virt_tx,255784484639,1013692242,403057642,610634600,404058,404058,0.4,0.16,0.24
net_virt_rx,255784484639,1366524089,642757499,723766590,865689,647293,0.53,0.25,0.28
client0,255784484639,924320874,138762075,785558799,223738,223655,0.36,0.05,0.31
client0_net_copier,255784484639,1181336676,372121313,809215363,647818,430587,0.46,0.15,0.32
client1,255784484639,16037242,5354406,10682836,9525,9525,0.01,0.0,0.0
client1_net_copier,255784484639,1423317,397907,1025410,410,275,0.0,0.0,0.0
timer_driver,255784484639,70385534,15567458,54818076,27534,24243,0.03,0.01,0.02

TEST 2: 20Mb/s
CORE 0 TOTAL,138028737289,7262010954,2491153038,4770857916,3851427,3372931,5.26,1.8,3.46
serial_driver,138028737289,30720,2782,27938,2,2,0.0,0.0,0.0
serial_virt_tx,138028737289,16246,4578,11668,3,2,0.0,0.0,0.0
ethernet_driver,138028737289,2474643692,843306544,1631337148,1045412,1040517,1.79,0.61,1.18
net_virt_tx,138028737289,1027407116,403285353,624121763,401871,401871,0.74,0.29,0.45
net_virt_rx,138028737289,1464472410,690364984,774107426,931516,694399,1.06,0.5,0.56
client0,138028737289,979375114,144408320,834966794,232706,232543,0.71,0.1,0.6
client0_net_copier,138028737289,1264895849,397947576,866948273,694346,460063,0.92,0.29,0.63
client1,138028737289,10732215,3142912,7589303,5050,5049,0.01,0.0,0.01
client1_net_copier,138028737289,697949,188782,509167,189,126,0.0,0.0,0.0
timer_driver,138028737289,39739643,8501207,31238436,15173,13239,0.03,0.01,0.02

TEST 3: 50Mb/s
CORE 0 TOTAL,67543705573,8510539225,2902644406,5607894819,4403288,3795522,12.6,4.3,8.3
serial_driver,67543705573,31368,2917,28451,2,2,0.0,0.0,0.0
serial_virt_tx,67543705573,11840,3591,8249,2,2,0.0,0.0,0.0
ethernet_driver,67543705573,2891565348,974230505,1917334843,1233895,1193885,4.28,1.44,2.84
net_virt_tx,67543705573,1197934363,470255884,727678479,468594,468594,1.77,0.7,1.08
net_virt_rx,67543705573,1735611828,812464142,923147686,1105977,820861,2.57,1.2,1.37
client0,67543705573,1153981220,166936506,987044714,267749,267566,1.71,0.25,1.46
client0_net_copier,67543705573,1498675357,469747388,1028927969,820906,542476,2.22,0.7,1.52
client1,67543705573,8420136,1966618,6453518,2596,2595,0.01,0.0,0.01
client1_net_copier,67543705573,391763,107836,283927,104,69,0.0,0.0,0.0
timer_driver,67543705573,23916002,6929019,16986983,7628,6522,0.04,0.01,0.03

TEST 4: 100Mb/s
CORE 0 TOTAL,43907289488,9716443656,3199777393,6516666263,4811234,4120479,22.13,7.29,14.84
serial_driver,43907289488,33179,2777,30402,2,2,0.0,0.0,0.0
serial_virt_tx,43907289488,12151,3373,8778,2,2,0.0,0.0,0.0
ethernet_driver,43907289488,3134450522,1030429249,2104021273,1293314,1249858,7.14,2.35,4.79
net_virt_tx,43907289488,1312201198,492995319,819205879,485994,485993,2.99,1.12,1.87
net_virt_rx,43907289488,2015511636,926564834,1088946802,1270241,953176,4.59,2.11,2.48
client0,43907289488,1438627987,197509964,1241118023,318452,318299,3.28,0.45,2.83
client0_net_copier,43907289488,1791004892,545284962,1245719930,947706,631426,4.08,1.24,2.84
client1,43907289488,6236906,1390835,4846071,1713,1711,0.01,0.0,0.01
client1_net_copier,43907289488,251797,72643,179154,66,44,0.0,0.0,0.0
timer_driver,43907289488,18113388,5523437,12589951,5368,4355,0.04,0.01,0.03

TEST 5: 200Mb/s
CORE 0 TOTAL,32223011917,11061890597,3377000272,7684890325,4981811,4080910,34.33,10.48,23.85
serial_driver,32223011917,31879,2955,28924,2,2,0.0,0.0,0.0
serial_virt_tx,32223011917,12797,4301,8496,2,2,0.0,0.0,0.0
ethernet_driver,32223011917,3396711553,1018220717,2378490836,1311587,1184895,10.54,3.16,7.38
net_virt_tx,32223011917,1326004231,463578783,862425448,449087,449036,4.12,1.44,2.68
net_virt_rx,32223011917,2377966443,1075922324,1302044119,1480229,1086639,7.38,3.34,4.04
client0,32223011917,1796106016,219297945,1576808071,346304,346132,5.57,0.68,4.89
client0_net_copier,32223011917,2146512789,594700662,1551812127,1054403,683062,6.66,1.85,4.82
client1,32223011917,4869088,1132441,3736647,1301,1300,0.02,0.0,0.01
client1_net_copier,32223011917,361789,118795,242994,134,91,0.0,0.0,0.0
timer_driver,32223011917,13314012,4021349,9292663,3995,3198,0.04,0.01,0.03

TEST 6: 300Mb/s
CORE 0 TOTAL,28291997948,10580095313,2725052722,7855042591,4095394,3195087,37.4,9.63,27.76
serial_driver,28291997948,33606,3118,30488,2,2,0.0,0.0,0.0
serial_virt_tx,28291997948,12898,4386,8512,2,2,0.0,0.0,0.0
ethernet_driver,28291997948,3475456946,898988580,2576468366,1195235,1066018,12.28,3.18,9.11
