Component,Core Cycles,System Cycles,Kernel Cycles,User Cycles,Kernel Entries,Schedules,Core CPU Util,Core Kernel CPU Util,Core User CPU Util
System Total 10Mb/s,255973772922,6239579512,2097646112,4141933400,3354581,2894779,2.44,0.82,1.62
System Total 20Mb/s,138025150832,7004833383,2378939742,4625893641,3667314,3188932,5.08,1.72,3.35
System Total 50Mb/s,67522484427,8958888118,3070103048,5888785070,4604052,4028321,13.27,4.55,8.72
System Total 100Mb/s,43909044064,9674528777,3160408580,6514120197,4741779,4058075,22.03,7.2,14.84
System Total 200Mb/s,32225816943,11330070934,3453247209,7876823725,5096148,4304525,35.16,10.72,24.44
System Total 300Mb/s,28287182435,11282533924,3011923564,8270610360,4466267,3548047,39.89,10.65,29.24
System Total 400Mb/s,26282930910,11788816771,2815989519,8972827252,4143788,3163745,44.85,10.71,34.14
System Total 500Mb/s,25064100425,11730342190,2253907464,9476434726,3324045,2458714,46.8,8.99,37.81
System Total 600Mb/s,24265047287,12315991339,1970856021,10345135318,2930346,2126346,50.76,8.12,42.63
System Total 700Mb/s,23815331646,12845167451,1694787741,11150379710,2562819,1817732,53.94,7.12,46.82
System Total 800Mb/s,23393365600,13483196272,1497849453,11985346819,2199664,1605415,57.64,6.4,51.23
System Total 900Mb/s,23057215783,14041618418,1217754159,12823864259,1746599,1322154,60.9,5.28,55.62
System Total 1000Mb/s,22885021238,14431192906,1101298358,13329894548,1561530,1199655,63.06,4.81,58.25

TEST 1: 10Mb/s
CORE 0 TOTAL,255973772922,6239579512,2097646112,4141933400,3354581,2894779,2.44,0.82,1.62
serial_driver,255973772922,33042,2780,30262,2,2,0.0,0.0,0.0
serial_virt_tx,255973772922,13259,3930,9329,2,2,0.0,0.0,0.0
ethernet_driver,255973772922,1983698580,668234043,1315464537,818761,801461,0.77,0.26,0.51
net_virt_tx,255973772922,821763938,298145500,523618438,295322,295322,0.32,0.12,0.2
net_virt_rx,255973772922,1344095136,620668926,723426210,847205,624582,0.53,0.24,0.28
client0,255973772922,857280066,129764023,727516043,208999,208947,0.33,0.05,0.28
client0_net_copier,255973772922,1143812470,358924862,784887608,630780,414619,0.45,0.14,0.31
client1,255973772922,17593488,5615900,11977588,9834,9834,0.01,0.0,0.0
client1_net_copier,255973772922,2719415,865647,1853768,1103,737,0.0,0.0,0.0
timer_driver,255973772922,68570118,15420501,53149617,27488,24255,0.03,0.01,0.02

TEST 2: 20Mb/s
CORE 0 TOTAL,138025150832,7004833383,2378939742,4625893641,3667314,3188932,5.08,1.72,3.35
serial_driver,138025150832,31124,2950,28174,2,2,0.0,0.0,0.0
serial_virt_tx,138025150832,15733,4380,11353,2,2,0.0,0.0,0.0
ethernet_driver,138025150832,2392897663,816348682,1576548981,1010790,1000035,1.73,0.59,1.14
net_virt_tx,138025150832,1014922722,382753659,632169063,383859,383859,0.74,0.28,0.46
net_virt_rx,138025150832,1419940116,654239551,765700565,893011,656676,1.03,0.47,0.55
client0,138025150832,907378900,132108050,775270850,212530,212425,0.66,0.1,0.56
client0_net_copier,138025150832,1217917013,381523040,836393973,669569,440453,0.88,0.28,0.61
client1,138025150832,11341816,3247876,8093940,5148,5148,0.01,0.0,0.01
client1_net_copier,138025150832,1152108,346902,805206,411,275,0.0,0.0,0.0
timer_driver,138025150832,39236188,8364652,30871536,15090,13194,0.03,0.01,0.02

TEST 3: 50Mb/s
CORE 0 TOTAL,67522484427,8958888118,3070103048,5888785070,4604052,4028321,13.27,4.55,8.72
serial_driver,67522484427,33470,2874,30596,2,2,0.0,0.0,0.0
serial_virt_tx,67522484427,13735,4273,9462,2,2,0.0,0.0,0.0
ethernet_driver,67522484427,3008620587,1037768010,1970852577,1271579,1267339,4.46,1.54,2.92
net_virt_tx,67522484427,1330711727,500712932,829998795,503037,503037,1.97,0.74,1.23
net_virt_rx,67522484427,1838923177,847567899,991355278,1147883,862930,2.72,1.26,1.47
client0,67522484427,1172630008,179428744,993201264,289988,289787,1.74,0.27,1.47
client0_net_copier,67522484427,1575029306,495676971,1079352335,857955,572800,2.33,0.73,1.6
client1,67522484427,8639048,2024005,6615043,2606,2606,0.01,0.0,0.01
client1_net_copier,67522484427,305968,83381,222587,79,53,0.0,0.0,0.0
timer_driver,67522484427,23981092,6833959,17147133,7614,6481,0.04,0.01,0.03

TEST 4: 100Mb/s
CORE 0 TOTAL,43909044064,9674528777,3160408580,6514120197,4741779,4058075,22.03,7.2,14.84
serial_driver,43909044064,34384,3035,31349,2,2,0.0,0.0,0.0
serial_virt_tx,43909044064,13370,3828,9542,2,2,0.0,0.0,0.0
ethernet_driver,43909044064,3099945736,1022758870,2077186866,1277470,1230982,7.06,2.33,4.73
net_virt_tx,43909044064,1341023339,479758828,861264511,477296,477222,3.05,1.09,1.96
net_virt_rx,43909044064,2023152490,916769294,1106383196,1259381,945656,4.61,2.09,2.52
client0,43909044064,1396383003,194954591,1201428412,314549,314363,3.18,0.44,2.74
client0_net_copier,43909044064,1788783632,539026365,1249757267,936683,624413,4.07,1.23,2.85
client1,43909044064,6660690,1490599,5170091,1755,1753,0.02,0.0,0.01
client1_net_copier,43909044064,530034,168654,361380,194,129,0.0,0.0,0.0
timer_driver,43909044064,18002099,5474516,12527583,5148,4271,0.04,0.01,0.03

TEST 5: 200Mb/s
CORE 0 TOTAL,32225816943,11330070934,3453247209,7876823725,5096148,4304525,35.16,10.72,24.44
