Component,Core Cycles,System Cycles,Kernel Cycles,User Cycles,Kernel Entries,Schedules,Core CPU Util,Core Kernel CPU Util,Core User CPU Util
System Total 10Mb/s,255780637673,7346097178,2344376547,5001720631,3744534,3300626,2.87,0.92,1.96
System Total 20Mb/s,138030966450,7917238882,2530056100,5387182782,3901158,3426324,5.74,1.83,3.9
System Total 50Mb/s,67518127280,9484292125,3024116730,6460175395,4530852,3943947,14.05,4.48,9.57
System Total 100Mb/s,43909696506,9689552525,2929729337,6759823188,4377157,3708400,22.07,6.67,15.39
System Total 200Mb/s,32224473542,11426672841,3241432172,8185240669,4731156,3967501,35.46,10.06,25.4
System Total 300Mb/s,28288903389,12158148895,3165402715,8992746180,4599451,3716594,42.98,11.19,31.79
System Total 400Mb/s,26283917416,11756842258,2586913692,9169928566,3810184,2888888,44.73,9.84,34.89
System Total 500Mb/s,25089141780,11825947126,2133227294,9692719832,3131175,2334551,47.14,8.5,38.63
System Total 600Mb/s,24285814618,12393961795,1860412423,10533549372,2796053,2003444,51.03,7.66,43.37
System Total 700Mb/s,23811933476,13004371624,1651692743,11352678881,2481015,1749560,54.61,6.94,47.68
System Total 800Mb/s,23394634200,13585927108,1438199902,12147727206,2098257,1544942,58.07,6.15,51.93
System Total 900Mb/s,23065396360,14049850482,1149545523,12900304959,1644255,1248730,60.91,4.98,55.93
System Total 1000Mb/s,23062251393,14460178187,1090790532,13369387655,1551558,1186950,62.7,4.73,57.97

TEST 1: 10Mb/s
CORE 0 TOTAL,255780637673,7346097178,2344376547,5001720631,3744534,3300626,2.87,0.92,1.96
serial_driver,255780637673,32856,2724,30132,2,2,0.0,0.0,0.0
serial_virt_tx,255780637673,12378,3719,8659,2,2,0.0,0.0,0.0
ethernet_driver,255780637673,2500038806,792106931,1707931875,978826,972756,0.98,0.31,0.67
net_virt_tx,255780637673,1063794372,380121125,683673247,378365,378365,0.42,0.15,0.27
net_virt_rx,255780637673,1476317725,640613669,835704056,861983,644314,0.58,0.25,0.33
client0,255780637673,975477866,136298122,839179744,222039,221949,0.38,0.05,0.33
client0_net_copier,255780637673,1234010725,373245200,860765525,644293,427927,0.48,0.15,0.34
client1,255780637673,17805677,5631898,12173779,9611,9610,0.01,0.0,0.0
client1_net_copier,255780637673,2227360,671396,1555964,839,560,0.0,0.0,0.0
timer_driver,255780637673,76379413,15681763,60697650,27659,24292,0.03,0.01,0.02

TEST 2: 20Mb/s
CORE 0 TOTAL,138030966450,7917238882,2530056100,5387182782,3901158,3426324,5.74,1.83,3.9
serial_driver,138030966450,34832,4703,30129,2,2,0.0,0.0,0.0
serial_virt_tx,138030966450,13369,4471,8898,2,2,0.0,0.0,0.0
ethernet_driver,138030966450,2726371008,863827494,1862543514,1070002,1065749,1.98,0.63,1.35
net_virt_tx,138030966450,1164865756,416671763,748193993,415829,415829,0.84,0.3,0.54
net_virt_rx,138030966450,1590682557,690485904,900196653,929623,694967,1.15,0.5,0.65
client0,138030966450,1046234711,143673262,902561449,233895,233783,0.76,0.1,0.65
client0_net_copier,138030966450,1332438594,403000153,929438441,695203,461794,0.97,0.29,0.67
client1,138030966450,11903752,3580648,8323104,5058,5058,0.01,0.0,0.01
client1_net_copier,138030966450,1280807,383338,897469,472,315,0.0,0.0,0.0
timer_driver,138030966450,43413496,8424364,34989132,15384,13176,0.03,0.01,0.03

TEST 3: 50Mb/s
CORE 0 TOTAL,67518127280,9484292125,3024116730,6460175395,4530852,3943947,14.05,4.48,9.57
serial_driver,67518127280,35177,3328,31849,2,2,0.0,0.0,0.0
serial_virt_tx,67518127280,13150,4284,8866,2,2,0.0,0.0,0.0
ethernet_driver,67518127280,3184063928,1006373427,2177690501,1238888,1223664,4.72,1.49,3.23
net_virt_tx,67518127280,1361182904,482000608,879182296,478369,478369,2.02,0.71,1.3
net_virt_rx,67518127280,1965210391,849806008,1115404383,1142498,857496,2.91,1.26,1.65
client0,67518127280,1295995688,179033191,1116962497,290133,289920,1.92,0.27,1.65
