Requ Thrput (Mb/s),Recv Thrput (Mb/s),Send Thrput (Mb/s),Packet Size (bytes),Min RTT (μs),Mean RTT (μs),Max RTT (μs),RTT stdev (μs),Med RTT (μs),Idle Cycles,Total Cycles,CPU Util (Fraction),Kernel Cycles,User Cycles,Kernel Entries,Schedules,Warm-up (s),Cool-down (s),Test Duration (s),Total Time (s),Packets Sent,Packet Rate (p/s),Total Packets,L1 I-cache misses,L1 D-cache misses,L1 I-TLB misses,L1 D-TLB misses,Instructions,Instructions per Second,Branch mispredictions,Cycles Per Packet,User cycles per packet,Kernel cycles per packet,Kernel entries per packet,L1 I-cache misses per packet,L1 D-cache misses per packet,L1 I-TLB misses per packet,L1 D-TLB misses per packet,instructions per packet,Branch mis-pred per packet,Bad Packets,Core Cycles,System Cycles,client0_CPU_Util,client0_Kernel_Util,client0_User_Util,client0_net_copier_CPU_Util,client0_net_copier_Kernel_Util,client0_net_copier_User_Util,ethernet_driver_CPU_Util,ethernet_driver_Kernel_Util,ethernet_driver_User_Util,net_virt_rx_CPU_Util,net_virt_rx_Kernel_Util,net_virt_rx_User_Util,net_virt_tx_CPU_Util,net_virt_tx_Kernel_Util,net_virt_tx_User_Util
10.0,10.000184,10.000184,1472,29,142,568,19.24,150,248226681779,255788056213,0.0296,2408466390,4415877982,3851736,3408630,10,10,244.48,264.48,200000,818.08,200000,45952000,44081199,2881538,6071873,178363009073,674402763,12583118,1278940,22079,12042,19.26,229.76,220.41,14.41,30.36,891815,62.92,0,255788137399,6824344372,0.36,0.05,0.3,0.46,0.15,0.31,0.92,0.32,0.6,0.52,0.25,0.27,0.38,0.16,0.22
20.0,20.000342,20.000342,1472,17,133,2251,23.04,137,130709608163,138031079969,0.053,2360655458,4425665838,3607023,3127467,10,10,122.24,142.24,200000,1636.15,200000,44709697,43561255,2781140,5975032,94452148949,664043426,12209427,690155,22128,11803,18.04,223.55,217.81,13.91,29.88,472260,61.05,0,138031161772,6786321296,0.69,0.1,0.58,0.89,0.28,0.61,1.62,0.56,1.06,1.03,0.49,0.53,0.65,0.26,0.39
50.0,50.000668,50.000668,1472,24,129,380,15.59,134,58679146006,67538646985,0.1312,2910237618,5399556996,4329169,3742224,10,10,48.9,68.9,200000,4090.37,200000,55170639,53309824,3395283,7303556,38949238455,565339174,13922017,337693,26997,14551,21.65,275.85,266.55,16.98,36.52,194746,69.61,0,67538729192,8309794614,1.71,0.26,1.46,2.27,0.73,1.54,4.03,1.4,2.64,2.59,1.24,1.35,1.65,0.66,0.98
100.0,100.000499,100.000499,1472,62,180,671,92.55,138,34215013240,43891696005,0.2205,3020122028,6084056859,4542679,3868132,10,10,24.45,44.45,200000,8180.67,200000,57724585,59172498,3541934,7904698,21734082995,488979091,16332695,219458,30420,15100,22.71,288.62,295.86,17.71,39.52,108670,81.66,0,43891782926,9104178887,3.09,0.42,2.67,3.87,1.18,2.69,6.77,2.23,4.55,4.28,2.01,2.27,2.68,1.03,1.65
200.0,200.00328,199.99928,1472,64,199,560,98.61,135,20920683719,32223484182,0.3508,3376482631,7447274694,4989199,4115272,10,10,12.22,32.22,200000,16361.52,200000,63190742,70432299,3782795,9057582,17057669387,529350034,19790548,161117,37236,16882,24.95,315.95,352.16,18.91,45.29,85288,98.95,0,32223560305,10823757325,5.45,0.66,4.79,6.59,1.89,4.7,10.42,3.22,7.2,7.07,3.25,3.82,4.0,1.43,2.56
300.0,299.997759,300.000759,1472,80,282,597,114.53,275,16941239416,28289882495,0.4012,2977578641,8008279785,4416669,3547270,10,10,8.15,28.15,200000,24541.7,200000,52624264,67835655,3227017,8495999,14602026697,518733248,20119045,141449,40041,14887,22.08,263.12,339.18,16.14,42.48,73010,100.6,0,28289964652,10985858426,6.71,0.56,6.15,7.72,1.93,5.79,12.43,3.36,9.06,7.77,3.39,4.38,4.14,1.26,2.88
400.0,400.00635,400.00235,1472,164,374,936,90.71,381,14295858475,26272107845,0.4559,2915692528,8865436967,4274991,3283268,10,10,6.11,26.11,200000,32723.03,200000,49642433,69542837,3013742,8660666,8861308043,339358952,21389059,131360,44327,14578,21.37,248.21,347.71,15.07,43.3,44306,106.95,0,26272189637,11781129495,8.36,0.65,7.71,9.1,1.97,7.13,14.02,3.37,10.65,8.96,3.93,5.03,4.34,1.15,3.19
500.0,499.999202,499.996702,1472,356,551,922,70.53,542,13108772296,25085929841,0.4774,2377926888,9499220885,3471030,2576780,10,10,4.89,24.89,200000,40903.08,200000,38229511,64620110,2361625,7938314,12669311242,509020123,20612428,125429,47496,11889,17.36,191.15,323.1,11.81,39.69,63346,103.06,0,25086006153,11877147773,9.43,0.54,8.89,9.59,1.5,8.09,15.64,3.26,12.38,8.5,3.42,5.08,4.12,0.74,3.38
600.0,600.008801,600.002799,1472,527,742,904,56.85,742,11910037308,24285807279,0.5096,2015977650,10264545664,2992599,2174429,10,10,4.07,24.07,200000,49084.49,200000,29800789,62232532,1926145,7627411,12232796400,508120296,19456057,121429,51322,10079,14.96,149.0,311.16,9.63,38.14,61163,97.28,0,24285889412,12280523314,10.58,0.33,10.25,10.65,1.46,9.19,16.85,2.91,13.94,7.77,2.84,4.93,4.66,0.74,3.92
700.0,700.005288,699.994787,1472,680,762,888,36.92,763,10907897688,23814537177,0.542,1709020660,11095165949,2595624,1833473,10,10,3.49,23.49,200000,57264.83,200000,23327292,61144769,1646786,7582299,11943493644,508395051,18436615,119072,55475,8545,12.98,116.64,305.72,8.23,37.91,59717,92.18,0,23814610008,12804186609,11.83,0.16,11.67,11.94,1.53,10.41,17.65,2.64,15.01,7.46,2.3,5.16,4.84,0.53,4.3
800.0,800.006181,800.006181,1472,692,763,887,23.94,764,9859630981,23392962498,0.5785,1509426266,11919532108,2235380,1623271,10,10,3.06,23.06,200000,65445.53,200000,21456223,62486509,1442304,7995047,11649337482,505263246,19036162,116964,59597,7547,11.18,107.28,312.43,7.21,39.98,58246,95.18,0,23393044277,13428958374,13.45,0.17,13.28,12.55,1.26,11.28,18.53,2.26,16.27,7.36,2.12,5.24,5.46,0.62,4.83
900.0,900.010536,900.001536,1472,711,768,854,14.53,767,8962634747,23066492780,0.6114,1233241206,12764353611,1776811,1341838,10,10,2.72,22.72,200000,73626.52,200000,18444181,62653967,1177288,8182511,11454425634,504235673,18914099,115332,63821,6166,8.88,92.22,313.27,5.89,40.91,57272,94.57,0,23066573127,13997594817,15.09,0.18,14.91,12.93,0.88,12.05,19.26,1.82,17.44,7.07,1.72,5.34,6.27,0.72,5.55
1000.0,956.677445,999.993747,1472,1325,1371,1922,13.67,1375,8363399903,22897630899,0.6347,1121183690,13302010618,1597672,1232325,10,10,2.56,22.56,200000,78262.23,200000,17265859,64170812,1092353,8426381,11288765161,500488107,18669328,114488,66510,5605,7.99,86.33,320.85,5.46,42.13,56443,93.35,0,22897712459,14423194308,16.1,0.19,15.91,13.47,0.73,12.73,19.72,1.61,18.11,6.97,1.57,5.4,6.66,0.78,5.89
