Requ Thrput (Mb/s),Recv Thrput (Mb/s),Send Thrput (Mb/s),Packet Size (bytes),Min RTT (μs),Mean RTT (μs),Max RTT (μs),RTT stdev (μs),Med RTT (μs),Idle Cycles,Total Cycles,CPU Util (Fraction),Kernel Cycles,User Cycles,Kernel Entries,Schedules,Warm-up (s),Cool-down (s),Test Duration (s),Total Time (s),Packets Sent,Packet Rate (p/s),Total Packets,L1 I-cache misses,L1 D-cache misses,L1 I-TLB misses,L1 D-TLB misses,Instructions,Instructions per Second,Branch mispredictions,Cycles Per Packet,User cycles per packet,Kernel cycles per packet,Kernel entries per packet,L1 I-cache misses per packet,L1 D-cache misses per packet,L1 I-TLB misses per packet,L1 D-TLB misses per packet,instructions per packet,Branch mis-pred per packet,Bad Packets,Core Cycles,System Cycles,client0_CPU_Util,client0_Kernel_Util,client0_User_Util,client0_net_copier_CPU_Util,client0_net_copier_Kernel_Util,client0_net_copier_User_Util,ethernet_driver_CPU_Util,ethernet_driver_Kernel_Util,ethernet_driver_User_Util,net_virt_rx_CPU_Util,net_virt_rx_Kernel_Util,net_virt_rx_User_Util,net_virt_tx_CPU_Util,net_virt_tx_Kernel_Util,net_virt_tx_User_Util
10.0,10.000184,10.000184,1472,63,134,4061,53.44,148,248056538489,255784396941,0.0302,2403879905,4582079476,3860186,3418399,10,10,244.48,264.48,200000,818.08,200000,50115161,44452281,2780422,6231261,182712351399,690847924,11960092,1278921,22910,12019,19.3,250.58,222.26,13.9,31.16,913561,59.8,0,255784484639,6985959381,0.36,0.05,0.31,0.46,0.15,0.32,0.94,0.32,0.62,0.53,0.25,0.28,0.4,0.16,0.24
20.0,20.000342,20.000342,1472,10,151,1511,15.56,152,130137834642,138028651724,0.0572,2491153038,4770857916,3851427,3372931,10,10,122.24,142.24,200000,1636.15,200000,51774876,46208381,2842641,6435524,94255744420,662662609,12025446,690143,23854,12455,19.26,258.87,231.04,14.21,32.18,471278,60.13,0,138028737289,7262010954,0.71,0.1,0.6,0.92,0.29,0.63,1.79,0.61,1.18,1.06,0.5,0.56,0.74,0.29,0.45
50.0,50.000644,50.000644,1472,9,162,538,84.5,137,58420013618,67543624606,0.1351,2902644406,5607894819,4403288,3795522,10,10,48.9,68.9,200000,4090.37,200000,59922029,53906063,3263400,7500300,38976333970,565732266,14252778,337718,28039,14513,22.02,299.61,269.53,16.32,37.5,194881,71.26,0,67543705573,8510539225,1.71,0.25,1.46,2.22,0.7,1.52,4.28,1.44,2.84,2.57,1.2,1.37,1.77,0.7,1.08
100.0,100.001661,100.000661,1472,74,175,536,88.54,137,33566271916,43907205915,0.2355,3199777393,6516666263,4811234,4120479,10,10,24.45,44.45,200000,8180.76,200000,67471347,62477074,3626146,8537246,21539710539,484609146,16866447,219536,32583,15998,24.06,337.36,312.39,18.13,42.69,107698,84.33,0,43907289488,9716443656,3.28,0.45,2.83,4.08,1.24,2.84,7.14,2.35,4.79,4.59,2.11,2.48,2.99,1.12,1.87
200.0,200.004125,199.999125,1472,107,217,537,108.14,164,20719598141,32222929558,0.357,3377000272,7684890325,4981811,4080910,10,10,12.22,32.22,200000,16361.59,200000,68660791,70503170,3637873,9311741,17146567836,532109669,19745360,161114,38424,16885,24.91,343.3,352.52,18.19,46.56,85732,98.73,0,32223011917,11061890597,5.57,0.68,4.89,6.66,1.85,4.82,10.54,3.16,7.38,7.38,3.34,4.04,4.12,1.44,2.68
300.0,300.002508,300.004008,1472,110,300,638,117.29,284,17425091498,28291911255,0.3841,2725052722,7855042591,4095394,3195087,10,10,8.15,28.15,200000,24542.09,200000,49126768,62550341,2726428,7941566,15072861008,535461970,18648746,141459,39275,13625,20.48,245.63,312.75,13.63,39.71,75364,93.24,0,28291997948,10580095313,6.32,0.44,5.88,7.5,1.79,5.71,12.28,3.18,9.11,7.44,3.11,4.32,3.8,1.1,2.7
400.0,400.003582,399.999582,1472,156,363,743,84.35,375,14203706831,26284645810,0.4596,2889251441,9031883647,4231259,3216319,10,10,6.11,26.11,200000,32722.81,200000,52946501,69442461,2847375,8931181,8969585264,343505057,21062146,131423,45159,14446,21.16,264.73,347.21,14.24,44.66,44847,105.31,0,26284731961,11921135088,8.42,0.66,7.76,9.14,1.92,7.22,14.23,3.36,10.87,9.06,3.87,5.19,4.43,1.16,3.27
500.0,500.001245,499.993745,1472,319,556,1014,77.21,543,13077550203,25067932508,0.4783,2331736768,9558982530,3413142,2530317,10,10,4.89,24.89,200000,40903.24,200000,39651018,64243888,2222734,8065838,12777069315,513349976,19955986,125339,47794,11658,17.07,198.26,321.22,11.11,40.33,63885,99.78,0,25068013606,11890719298,9.41,0.51,8.9,9.65,1.5,8.15,15.67,3.21,12.46,8.46,3.31,5.15,4.19,0.76,3.43
600.0,600.006889,600.000888,1472,493,740,904,61.71,740,11964910864,24286447984,0.5073,1949208593,10278001795,2882928,2107506,10,10,4.07,24.07,200000,49084.33,200000,30641857,61049985,1804281,7643036,12373685119,513972190,18707968,121432,51390,9746,14.41,153.21,305.25,9.02,38.22,61868,93.54,0,24286534541,12227210388,10.56,0.33,10.23,10.57,1.4,9.17,16.82,2.85,13.96,7.59,2.67,4.93,4.75,0.76,3.99
700.0,700.007161,699.996661,1472,680,771,917,38.25,770,10874408660,23814556336,0.5434,1692239983,11146137976,2567492,1821805,10,10,3.49,23.49,200000,57264.98,200000,24199183,60570198,1537892,7530446,12011573087,511293171,18210967,119072,55730,8461,12.84,121.0,302.85,7.69,37.65,60057,91.05,0,23814637485,12838377959,11.84,0.16,11.68,11.94,1.5,10.44,17.69,2.61,15.08,7.48,2.27,5.2,4.89,0.54,4.35
800.0,800.008082,800.004082,1472,700,766,1128,25.02,766,9813198084,23393327223,0.5805,1499753540,11976487206,2210856,1610697,10,10,3.06,23.06,200000,65445.69,200000,22355921,61903100,1357060,7964225,11701084372,507507808,18842136,116966,59882,7498,11.05,111.78,309.52,6.79,39.82,58505,94.21,0,23393409992,13476240746,13.46,0.17,13.29,12.64,1.24,11.39,18.56,2.23,16.33,7.38,2.11,5.27,5.5,0.64,4.86
900.0,900.003227,899.998727,1472,722,766,844,13.93,765,8922647092,23064174519,0.6131,1218498294,12818212155,1752732,1323388,10,10,2.72,22.72,200000,73625.92,200000,19327641,62152570,1131947,8181226,11497608531,506136138,18751627,115320,64091,6092,8.76,96.64,310.76,5.66,40.91,57488,93.76,0,23064256194,14036710449,15.09,0.18,14.92,13.01,0.85,12.16,19.3,1.81,17.5,7.05,1.69,5.36,6.33,0.73,5.6
1000.0,957.719443,999.989676,1472,1327,1359,1425,12.88,1358,8433090106,23024945072,0.6337,1123105729,13357161101,1598383,1232402,10,10,2.55,22.55,200000,78347.47,200000,18520900,64039996,1063787,8393736,11409432795,505900276,18710856,115124,66785,5615,7.99,92.6,320.2,5.32,41.97,57047,93.55,0,23025030771,14480266830,16.06,0.19,15.87,13.42,0.72,12.7,19.68,1.6,18.08,6.99,1.56,5.42,6.67,0.78,5.89
