Requ Thrput (Mb/s),Recv Thrput (Mb/s),Send Thrput (Mb/s),Packet Size (bytes),Min RTT (μs),Mean RTT (μs),Max RTT (μs),RTT stdev (μs),Med RTT (μs),Idle Cycles,Total Cycles,CPU Util (Fraction),Kernel Cycles,User Cycles,Kernel Entries,Schedules,Warm-up (s),Cool-down (s),Test Duration (s),Total Time (s),Packets Sent,Packet Rate (p/s),Total Packets,L1 I-cache misses,L1 D-cache misses,L1 I-TLB misses,L1 D-TLB misses,Instructions,Instructions per Second,Branch mispredictions,Cycles Per Packet,User cycles per packet,Kernel cycles per packet,Kernel entries per packet,L1 I-cache misses per packet,L1 D-cache misses per packet,L1 I-TLB misses per packet,L1 D-TLB misses per packet,instructions per packet,Branch mis-pred per packet,Bad Packets,Core Cycles,System Cycles,client0_CPU_Util,client0_Kernel_Util,client0_User_Util,client0_net_copier_CPU_Util,client0_net_copier_Kernel_Util,client0_net_copier_User_Util,ethernet_driver_CPU_Util,ethernet_driver_Kernel_Util,ethernet_driver_User_Util,net_virt_rx_CPU_Util,net_virt_rx_Kernel_Util,net_virt_rx_User_Util,net_virt_tx_CPU_Util,net_virt_tx_Kernel_Util,net_virt_tx_User_Util
10.0,10.000184,10.000184,1472,66,137,4275,35.47,150,248412254707,255965728803,0.0295,2330005646,4545986370,3708350,3264736,10,10,244.48,264.48,200000,818.08,200000,49822737,43222613,2645713,6010607,182980594398,691862169,12150807,1279828,22729,11650,18.54,249.11,216.11,13.23,30.05,914902,60.75,0,255965815332,6875992016,0.36,0.05,0.31,0.46,0.15,0.32,0.91,0.31,0.6,0.54,0.25,0.29,0.38,0.15,0.23
20.0,20.000343,20.000343,1472,71,132,222,19.97,124,129870351641,138012995430,0.059,2565905705,4954400012,3935928,3460368,10,10,122.24,142.24,200000,1636.15,200000,55198252,47176212,2904720,6565475,94127329056,661759816,12498299,690064,24772,12829,19.68,275.99,235.88,14.52,32.83,470636,62.49,0,138013080975,7520305717,0.74,0.11,0.63,0.93,0.3,0.64,1.86,0.63,1.23,1.09,0.51,0.59,0.79,0.31,0.48
50.0,50.000661,50.000661,1472,42,139,834,18.65,138,58968945183,67518885359,0.1266,2673621728,5370098120,4009692,3412825,10,10,48.9,68.9,200000,4090.37,200000,55645114,50083203,2933679,6894655,39338737632,570992607,13829552,337594,26850,13368,20.05,278.23,250.42,14.67,34.47,196693,69.15,0,67518970058,8043719848,1.64,0.22,1.42,2.15,0.67,1.47,4.01,1.3,2.71,2.53,1.17,1.36,1.53,0.58,0.95
100.0,100.001123,100.000623,1472,87,196,543,102.1,153,34576369851,43896012172,0.2123,2759967424,6033343243,4149985,3517175,10,10,24.45,44.45,200000,8180.72,200000,58066471,55490098,3069690,7451448,22175593562,498914023,16401688,219480,30166,13799,20.75,290.33,277.45,15.35,37.26,110877,82.01,0,43896098508,8793310667,2.94,0.35,2.59,3.64,1.07,2.57,6.75,2.09,4.66,4.11,1.84,2.27,2.54,0.92,1.62
200.0,200.004317,199.998317,1472,76,215,532,102.76,154,20709685900,32223137713,0.3573,3322734791,7718110105,4914874,4038815,10,10,12.22,32.22,200000,16361.61,200000,69451569,70029409,3581027,9190520,17179346431,533127082,20243059,161115,38590,16613,24.57,347.26,350.15,17.91,45.95,85896,101.22,0,32223220982,11040844896,5.49,0.62,4.87,6.62,1.86,4.76,10.73,3.19,7.54,7.23,3.2,4.02,4.14,1.42,2.72
300.0,300.00204,300.00204,1472,86,279,566,110.19,275,16428715471,28275605871,0.419,3106420776,8396898366,4559978,3649813,10,10,8.15,28.15,200000,24542.05,200000,62676173,70366955,3219033,9109955,14519078271,515788657,21114825,141378,41984,15532,22.8,313.38,351.83,16.1,45.55,72595,105.57,0,28275688155,11503319142,7.09,0.65,6.44,7.93,1.95,5.98,12.83,3.4,9.42,8.21,3.55,4.67,4.56,1.42,3.14
400.0,400.003157,399.999157,1472,176,370,938,86.43,379,14365749630,26270052985,0.4532,2755542224,8943765514,4041748,3103252,10,10,6.11,26.11,200000,32722.77,200000,51977245,67845084,2749241,8631362,9101337379,348550635,21009419,131350,44718,13777,20.21,259.89,339.23,13.75,43.16,45506,105.05,0,26270140668,11699307738,8.3,0.59,7.7,8.92,1.85,7.07,14.18,3.27,10.91,8.7,3.66,5.04,4.38,1.11,3.28
500.0,500.019079,499.994078,1472,288,521,934,78.38,514,13115614680,25087444187,0.4772,2298810457,9572633636,3353925,2487363,10,10,4.89,24.89,200000,40904.7,200000,40302451,63795431,2186285,7984422,12827861621,515394292,20003864,125437,47863,11494,16.77,201.51,318.98,10.93,39.92,64139,100.02,0,25087520310,11871444093,9.39,0.49,8.9,9.53,1.46,8.07,15.74,3.18,12.57,8.33,3.21,5.12,4.26,0.81,3.46
600.0,600.009106,600.003105,1472,507,745,888,55.54,745,11873687422,24276507768,0.5109,1952442572,10354617869,2907037,2107043,10,10,4.07,24.07,200000,49084.51,200000,30973323,60947666,1785664,7621206,12337027535,512449845,19340310,121382,51773,9762,14.54,154.87,304.74,8.93,38.11,61685,96.7,0,24276594124,12307060441,10.59,0.32,10.27,10.6,1.43,9.17,16.94,2.84,14.11,7.77,2.72,5.05,4.73,0.72,4.01
700.0,700.001387,699.994387,1472,678,754,863,35.62,755,10818854369,23814764281,0.5457,1713435133,11179995204,2592106,1824077,10,10,3.49,23.49,200000,57264.51,200000,25226103,61150962,1541888,7614395,11998719501,510745410,18652528,119073,55899,8567,12.96,126.13,305.75,7.71,38.07,59993,93.26,0,23814847753,12893430337,11.82,0.16,11.66,12.08,1.55,10.54,17.64,2.59,15.05,7.65,2.35,5.3,4.87,0.52,4.35
