Requ Thrput (Mb/s),Recv Thrput (Mb/s),Send Thrput (Mb/s),Packet Size (bytes),Min RTT (μs),Mean RTT (μs),Max RTT (μs),RTT stdev (μs),Med RTT (μs),Idle Cycles,Total Cycles,CPU Util (Fraction),Kernel Cycles,User Cycles,Kernel Entries,Schedules,Warm-up (s),Cool-down (s),Test Duration (s),Total Time (s),Packets Sent,Packet Rate (p/s),Total Packets,L1 I-cache misses,L1 D-cache misses,L1 I-TLB misses,L1 D-TLB misses,Instructions,Instructions per Second,Branch mispredictions,Cycles Per Packet,User cycles per packet,Kernel cycles per packet,Kernel entries per packet,L1 I-cache misses per packet,L1 D-cache misses per packet,L1 I-TLB misses per packet,L1 D-TLB misses per packet,instructions per packet,Branch mis-pred per packet,Bad Packets,Core Cycles,System Cycles,client0_CPU_Util,client0_Kernel_Util,client0_User_Util,client0_net_copier_CPU_Util,client0_net_copier_Kernel_Util,client0_net_copier_User_Util,ethernet_driver_CPU_Util,ethernet_driver_Kernel_Util,ethernet_driver_User_Util,net_virt_rx_CPU_Util,net_virt_rx_Kernel_Util,net_virt_rx_User_Util,net_virt_tx_CPU_Util,net_virt_tx_Kernel_Util,net_virt_tx_User_Util
10.0,10.000184,10.000184,1472,74,141,395,18.08,150,248467470438,255793319065,0.0286,2343288021,4263513555,3777392,3336283,10,10,244.48,264.48,200000,818.08,200000,44113524,43859144,2840464,6002598,178486125698,674868275,12538292,1278966,21317,11716,18.89,220.57,219.3,14.2,30.01,892430,62.69,0,255793402868,6606801576,0.35,0.06,0.29,0.46,0.15,0.31,0.87,0.31,0.57,0.51,0.25,0.26,0.36,0.15,0.21
20.0,20.000344,20.000344,1472,17,141,2189,36.62,149,130607069770,138018266989,0.0537,2395701633,4422084523,3735790,3250431,10,10,122.24,142.24,200000,1636.15,200000,44598333,44872294,2883475,6099424,94350179709,663326591,12815319,690091,22110,11978,18.68,222.99,224.36,14.42,30.5,471750,64.08,0,138018350312,6817786156,0.66,0.1,0.56,0.88,0.28,0.6,1.69,0.59,1.11,1.0,0.49,0.51,0.67,0.28,0.39
50.0,50.000582,50.000582,1472,72,146,505,59.7,136,58497601584,67540722210,0.1339,2949749564,5435827754,4484718,3925304,10,10,48.9,68.9,200000,4090.36,200000,55448455,55202863,3568763,7537547,43080976999,625309639,15330860,337703,27179,14748,22.42,277.24,276.01,17.84,37.69,215404,76.65,0,67540796359,8385577318,1.68,0.26,1.43,2.2,0.7,1.5,4.27,1.48,2.79,2.48,1.2,1.28,1.73,0.72,1.02
100.0,100.000936,100.000436,1472,55,178,506,89.15,137,33970354174,43908227987,0.2263,3156583862,6177772373,4736492,4052446,10,10,24.45,44.45,200000,8180.7,200000,59607647,61729503,3719474,8191274,21533938641,484477355,17821944,219541,30888,15782,23.68,298.04,308.65,18.6,40.96,107669,89.11,0,43908308653,9334356235,3.14,0.44,2.69,3.94,1.21,2.73,6.97,2.33,4.63,4.31,2.05,2.27,2.85,1.14,1.71
200.0,200.00114,199.99814,1472,54,208,536,107.59,144,20967738444,32227561828,0.3494,3335212629,7396342736,4939473,4138969,10,10,12.22,32.22,200000,16361.35,200000,62019346,70997556,3851038,9104406,17036146979,528679984,20350868,161137,36981,16676,24.7,310.1,354.99,19.26,45.52,85180,101.75,0,32227640201,10731555365,5.4,0.64,4.76,6.51,1.85,4.66,10.44,3.23,7.21,6.87,3.16,3.71,4.02,1.45,2.57
300.0,299.999641,300.002641,1472,107,274,574,112.97,261,17123241882,28293934965,0.3948,2926866568,7889608316,4355370,3479282,10,10,8.15,28.15,200000,24541.86,200000,50141592,67325131,3136470,8414203,14676057309,521364113,20244690,141469,39448,14634,21.78,250.71,336.63,15.68,42.07,73380,101.22,0,28294010743,10816474884,6.57,0.53,6.03,7.62,1.9,5.73,12.37,3.33,9.04,7.6,3.33,4.26,4.02,1.24,2.78
400.0,400.009985,399.999985,1472,154,371,680,91.78,376,14767762082,26286249151,0.4382,2712025048,8612311164,4078210,3061683,10,10,6.11,26.11,200000,32723.33,200000,42203215,65188296,2737984,8163688,13415230052,513760280,20338970,131431,43061,13560,20.39,211.02,325.94,13.69,40.82,67076,101.69,0,26286329225,11324336212,7.81,0.52,7.29,8.9,1.87,7.03,13.75,3.2,10.55,8.65,3.77,4.88,3.92,0.94,2.98
500.0,500.015071,499.99257,1472,282,448,977,73.31,441,13392257493,25085278542,0.4661,2276678771,9311442638,3401262,2469361,10,10,4.89,24.89,200000,40904.37,200000,34365828,62550851,2179278,7652615,12831625265,515544695,19558511,125426,46557,11383,17.01,171.83,312.75,10.9,38.26,64158,97.79,0,25085361826,11588121409,9.04,0.37,8.67,9.53,1.6,7.93,15.26,3.07,12.19,7.98,3.1,4.88,4.32,0.91,3.41
600.0,600.013921,600.001921,1472,505,737,906,58.98,738,11896598022,24282760933,0.5101,2034930425,10256724699,3009518,2194458,10,10,4.07,24.07,200000,49084.91,200000,29628741,62769551,1980677,7781640,12196929396,506631201,19107381,121413,51283,10174,15.05,148.14,313.85,9.9,38.91,60984,95.54,0,24282843558,12291655124,10.59,0.34,10.25,10.67,1.47,9.2,16.86,2.94,13.92,7.8,2.88,4.92,4.64,0.74,3.9
700.0,700.003987,699.993487,1472,681,771,952,37.8,771,10932637839,23816187840,0.541,1700238326,11081306847,2582178,1831193,10,10,3.49,23.49,200000,57264.72,200000,22913483,60816598,1642346,7550357,11937793724,508152284,18641897,119080,55406,8501,12.91,114.57,304.08,8.21,37.75,59688,93.21,0,23816266431,12781545173,11.85,0.17,11.68,11.85,1.5,10.35,17.67,2.64,15.03,7.38,2.28,5.1,4.85,0.54,4.31
