Requ Thrput (Mb/s),Recv Thrput (Mb/s),Send Thrput (Mb/s),Packet Size (bytes),Min RTT (μs),Mean RTT (μs),Max RTT (μs),RTT stdev (μs),Med RTT (μs),Idle Cycles,Total Cycles,CPU Util (Fraction),Kernel Cycles,User Cycles,Kernel Entries,Schedules,Warm-up (s),Cool-down (s),Test Duration (s),Total Time (s),Packets Sent,Packet Rate (p/s),Total Packets,L1 I-cache misses,L1 D-cache misses,L1 I-TLB misses,L1 D-TLB misses,Instructions,Instructions per Second,Branch mispredictions,Cycles Per Packet,User cycles per packet,Kernel cycles per packet,Kernel entries per packet,L1 I-cache misses per packet,L1 D-cache misses per packet,L1 I-TLB misses per packet,L1 D-TLB misses per packet,instructions per packet,Branch mis-pred per packet,Bad Packets,Core Cycles,System Cycles,client0_CPU_Util,client0_Kernel_Util,client0_User_Util,client0_net_copier_CPU_Util,client0_net_copier_Kernel_Util,client0_net_copier_User_Util,ethernet_driver_CPU_Util,ethernet_driver_Kernel_Util,ethernet_driver_User_Util,net_virt_rx_CPU_Util,net_virt_rx_Kernel_Util,net_virt_rx_User_Util,net_virt_tx_CPU_Util,net_virt_tx_Kernel_Util,net_virt_tx_User_Util
10.0,10.000184,10.000184,1472,27,135,394,21.0,150,247846053350,255965543297,0.0317,2382609628,5016070063,3823233,3380719,10,10,244.48,264.48,200000,818.08,200000,57276011,43862528,3417741,6458017,182732621315,690924566,13159647,1279827,25080,11913,19.12,286.38,219.31,17.09,32.29,913663,65.8,0,255965635103,7398679691,0.38,0.05,0.33,0.48,0.15,0.34,0.99,0.32,0.67,0.58,0.25,0.33,0.42,0.15,0.27
20.0,20.000344,20.000344,1472,34,135,1758,27.07,138,129730407340,138034823179,0.0602,2464193419,5223943645,3814675,3338717,10,10,122.24,142.24,200000,1636.15,200000,59515462,45630096,3547827,6700043,94139237138,661843564,13459177,690174,26119,12320,19.07,297.58,228.15,17.74,33.5,470696,67.3,0,138034910682,7688137064,0.75,0.1,0.64,0.95,0.29,0.67,1.9,0.61,1.29,1.14,0.49,0.65,0.79,0.29,0.51
50.0,50.000665,50.000665,1472,19,128,436,12.92,130,57405447003,67536868125,0.15,3093114788,6450574368,4614213,4017293,10,10,48.9,68.9,200000,4090.37,200000,74762332,56240471,4374151,8255141,42821663158,621546495,15557658,337684,32252,15465,23.07,373.81,281.2,21.87,41.28,214108,77.79,0,67536950155,9543689156,1.94,0.29,1.65,2.45,0.75,1.71,4.73,1.52,3.21,2.92,1.26,1.66,2.04,0.75,1.29
100.0,100.001144,100.000644,1472,45,184,554,94.88,142,33821445780,43912408618,0.2298,2934050946,6687638403,4388801,3673222,10,10,24.45,44.45,200000,8180.72,200000,70006048,57549878,3980277,8092551,21837511263,491307790,17959875,219562,33438,14670,21.94,350.03,287.75,19.9,40.46,109187,89.8,0,43912498675,9621689349,3.21,0.43,2.78,4.04,1.12,2.92,7.03,2.11,4.92,4.84,2.07,2.76,2.74,0.94,1.79
200.0,200.003798,199.998798,1472,67,208,513,101.21,139,20675354727,32224229660,0.3584,3139586095,7945282143,4658219,3857356,10,10,12.22,32.22,200000,16361.57,200000,74621591,67473700,4182162,9083681,12978632248,402765818,20873755,161121,39726,15697,23.29,373.11,337.37,20.91,45.42,64893,104.37,0,32224312974,11084868238,5.52,0.57,4.95,6.54,1.75,4.8,10.9,3.1,7.79,7.18,2.97,4.21,4.19,1.34,2.85
300.0,299.998934,300.003434,1472,112,284,590,108.26,282,16095109550,28275538850,0.4308,3059680541,8772484166,4492029,3626262,10,10,8.15,28.15,200000,24541.8,200000,70921456,70285981,3910120,9213454,14431312547,512669253,21488377,141377,43862,15298,22.46,354.61,351.43,19.55,46.07,72156,107.44,0,28275621259,11832164707,7.29,0.66,6.63,8.12,1.91,6.21,13.05,3.33,9.72,8.65,3.54,5.1,4.68,1.37,3.31
400.0,400.002477,400.000477,1472,169,378,954,85.66,385,14240356039,26285528941,0.4582,2678650458,9196349438,3951148,2993017,10,10,6.11,26.11,200000,32722.72,200000,57086404,66993900,3101041,8475091,9121318276,349315697,21281797,131427,45981,13393,19.76,285.43,334.97,15.51,42.38,45606,106.41,0,26285614816,11874999896,8.27,0.56,7.71,9.1,1.8,7.3,14.34,3.17,11.18,9.02,3.59,5.43,4.39,1.06,3.33
500.0,500.002705,499.995205,1472,304,520,992,74.32,511,13028767036,25082473145,0.4806,2220687207,9730030671,3260345,2413749,10,10,4.89,24.89,200000,40903.36,200000,43946724,63557216,2474811,7853181,12849282945,516251631,19987410,125412,48650,11103,16.3,219.73,317.79,12.37,39.27,64246,99.94,0,25082556249,11950717878,9.31,0.41,8.9,9.57,1.46,8.11,16.01,3.15,12.86,8.37,3.03,5.35,4.32,0.79,3.53
600.0,600.001769,600.001769,1472,559,763,952,53.89,763,11882204084,24284016253,0.5107,1857015126,10448018636,2769797,2010539,10,10,4.07,24.07,200000,49083.91,200000,33311293,60174700,1976634,7432141,12404623910,515256567,19020232,121420,52240,9285,13.85,166.56,300.87,9.88,37.16,62023,95.1,0,24284105017,12305033762,10.56,0.29,10.27,10.5,1.38,9.12,17.05,2.76,14.29,7.66,2.49,5.17,4.83,0.71,4.12
700.0,700.003415,699.996415,1472,667,755,884,37.05,756,10759076128,23813816232,0.5482,1663241146,11287261054,2511433,1779184,10,10,3.49,23.49,200000,57264.68,200000,28074889,61184970,1727033,7546019,12020290197,511663823,19191378,119069,56436,8316,12.56,140.37,305.92,8.64,37.73,60101,95.96,0,23813903548,12950502200,11.89,0.16,11.73,11.92,1.47,10.45,17.75,2.51,15.24,7.79,2.28,5.51,4.96,0.55,4.41
800.0,800.007335,800.003335,1472,686,764,885,23.37,764,9751094183,23394827849,0.5832,1444259749,12093312381,2108082,1555010,10,10,3.06,23.06,200000,65445.63,200000,25657780,61760912,1517232,7919717,11736421222,509040400,19781529,116974,60466,7221,10.54,128.29,308.8,7.59,39.6,58682,98.91,0,23394913068,13537572130,13.54,0.17,13.37,12.4,1.15,11.25,18.66,2.09,16.57,7.56,2.08,5.48,5.63,0.65,4.97
900.0,900.00787,899.99887,1472,712,763,900,13.93,762,8873510090,23066255605,0.6153,1173165250,12911923878,1676630,1274499,10,10,2.72,22.72,200000,73626.3,200000,22013970,62612206,1303141,8128927,11526823584,507422526,19381507,115331,64559,5865,8.38,110.07,313.06,6.52,40.64,57634,96.91,0,23066340780,14085089128,15.19,0.18,15.01,12.85,0.79,12.06,19.41,1.72,17.69,7.11,1.64,5.47,6.43,0.74,5.69
1000.0,956.924055,999.999241,1472,1312,1364,1495,10.68,1363,8485338827,23086075486,0.6324,1060854427,13428625678,1505842,1156094,10,10,2.55,22.55,200000,78282.4,200000,20488460,64289086,1213867,8270666,11496572327,509716134,19106843,115430,67143,5304,7.53,102.44,321.45,6.07,41.35,57482,95.53,0,23086167053,14489480105,16.09,0.19,15.91,13.23,0.65,12.57,19.74,1.51,18.23,6.96,1.48,5.48,6.67,0.75,5.93
