Requ Thrput (Mb/s),Recv Thrput (Mb/s),Send Thrput (Mb/s),Packet Size (bytes),Min RTT (μs),Mean RTT (μs),Max RTT (μs),RTT stdev (μs),Med RTT (μs),Idle Cycles,Total Cycles,CPU Util (Fraction),Kernel Cycles,User Cycles,Kernel Entries,Schedules,Warm-up (s),Cool-down (s),Test Duration (s),Total Time (s),Packets Sent,Packet Rate (p/s),Total Packets,L1 I-cache misses,L1 D-cache misses,L1 I-TLB misses,L1 D-TLB misses,Instructions,Instructions per Second,Branch mispredictions,Cycles Per Packet,User cycles per packet,Kernel cycles per packet,Kernel entries per packet,L1 I-cache misses per packet,L1 D-cache misses per packet,L1 I-TLB misses per packet,L1 D-TLB misses per packet,instructions per packet,Branch mis-pred per packet,Bad Packets,Core Cycles,System Cycles,client0_CPU_Util,client0_Kernel_Util,client0_User_Util,client0_net_copier_CPU_Util,client0_net_copier_Kernel_Util,client0_net_copier_User_Util,ethernet_driver_CPU_Util,ethernet_driver_Kernel_Util,ethernet_driver_User_Util,net_virt_rx_CPU_Util,net_virt_rx_Kernel_Util,net_virt_rx_User_Util,net_virt_tx_CPU_Util,net_virt_tx_Kernel_Util,net_virt_tx_User_Util
10.0,10.000184,10.000184,1472,109,159,4551,91.7,152,249122071216,255779536414,0.026,2123156480,3923812352,3438370,2979189,10,10,244.48,264.48,200000,818.08,200000,38050705,39974130,2309338,5182667,178885523924,676378427,11522332,1278897,19619,10615,17.19,190.25,199.87,11.55,25.91,894427,57.61,0,255779616945,6046968832,0.32,0.05,0.27,0.43,0.14,0.29,0.78,0.27,0.51,0.49,0.24,0.25,0.3,0.12,0.18
20.0,20.000342,20.000342,1472,21,141,301,18.22,150,130408919035,138035308190,0.0552,2524653480,4497146301,3884530,3407681,10,10,122.24,142.24,200000,1636.15,200000,46410310,46609923,2779278,6171555,94204225186,662300404,12245328,690176,22485,12623,19.42,232.05,233.05,13.9,30.86,471021,61.23,0,138035385475,7021799781,0.69,0.11,0.58,0.91,0.3,0.62,1.71,0.61,1.1,1.02,0.5,0.52,0.72,0.3,0.42
50.0,50.00065,50.00065,1472,40,139,438,9.06,137,58582074210,67532518426,0.1325,2967358936,5363677316,4494547,3903435,10,10,48.9,68.9,200000,4090.37,200000,53895283,54844569,3250524,7297718,38814882764,563388888,14490640,337662,26818,14836,22.47,269.48,274.22,16.25,36.49,194074,72.45,0,67532600279,8331036252,1.67,0.26,1.42,2.23,0.72,1.51,4.17,1.47,2.7,2.52,1.24,1.28,1.69,0.7,0.99
100.0,100.000651,100.000651,1472,69,182,603,94.68,136,34644770293,43912329067,0.211,2948595999,5817766394,4429534,3706622,10,10,24.45,44.45,200000,8180.68,200000,52351691,57517687,3095692,7386944,21937608669,493558477,17033312,219561,29088,14742,22.15,261.76,287.59,15.48,36.93,109688,85.17,0,43912413160,8766362393,2.89,0.39,2.51,3.77,1.16,2.61,6.57,2.17,4.4,4.15,1.98,2.17,2.52,0.99,1.53
200.0,200.003065,199.999065,1472,65,212,549,104.76,147,21959027316,32225611518,0.3186,2983723726,6864210704,4478166,3624949,10,10,12.22,32.22,200000,16361.51,200000,50952775,63910286,3054470,7890325,13343237269,414080028,18454784,161128,34321,14918,22.39,254.76,319.55,15.27,39.45,66716,92.27,0,32225693250,9847934430,4.84,0.49,4.35,6.08,1.72,4.37,9.89,2.97,6.92,6.37,2.91,3.45,3.32,1.15,2.17
300.0,300.00093,300.00243,1472,66,275,609,114.0,265,16848453036,28293299509,0.4045,3087032100,7996633010,4563846,3663249,10,10,8.15,28.15,200000,24541.96,200000,52314353,69600873,3111553,8522058,14476098149,514261242,20183355,141466,39983,15435,22.82,261.57,348.0,15.56,42.61,72380,100.92,0,28293381509,11083665110,6.78,0.63,6.15,7.8,1.95,5.85,12.36,3.39,8.96,7.93,3.57,4.36,4.26,1.36,2.91
400.0,400.007743,399.999743,1472,148,366,773,88.42,376,14603109363,26289200384,0.4445,2817814886,8661410379,4186468,3178559,10,10,6.11,26.11,200000,32723.15,200000,44426597,67731047,2681059,8242840,8994515365,344460635,20469937,131446,43307,14089,20.93,222.13,338.66,13.41,41.21,44972,102.35,0,26289283617,11479225265,8.01,0.53,7.47,9.05,2.0,7.05,13.86,3.35,10.51,8.54,3.73,4.81,4.15,1.09,3.06
500.0,500.00605,499.996049,1472,281,481,967,90.21,480,13338540130,25086646553,0.4683,2327762275,9318243231,3441944,2528049,10,10,4.89,24.89,200000,40903.64,200000,34828509,63372366,2111269,7610642,12775827279,513301043,19528583,125433,46591,11638,17.21,174.14,316.86,10.56,38.05,63879,97.64,0,25086727206,11646005506,9.19,0.43,8.75,9.49,1.57,7.92,15.28,3.14,12.14,8.13,3.24,4.89,4.27,0.88,3.39
600.0,600.009793,600.003793,1472,465,721,974,74.37,723,11999385590,24282523537,0.5058,2007697563,10181131737,2964213,2167287,10,10,4.07,24.07,200000,49084.57,200000,28702620,62066241,1818462,7570164,12249125634,508798715,18999221,121412,50905,10038,14.82,143.51,310.33,9.09,37.85,61245,95.0,0,24282607530,12188829300,10.52,0.33,10.19,10.61,1.44,9.17,16.76,2.94,13.82,7.55,2.76,4.79,4.69,0.78,3.91
700.0,700.000867,699.993867,1472,668,767,891,37.19,765,10917699543,23810918168,0.5415,1716995349,11074815618,2609757,1843141,10,10,3.49,23.49,200000,57264.47,200000,22594932,61205525,1509127,7446447,11914221952,507148575,18323722,119054,55374,8584,13.05,112.97,306.03,7.55,37.23,59571,91.62,0,23810995667,12791810967,11.84,0.16,11.67,11.97,1.52,10.44,17.64,2.66,14.98,7.4,2.3,5.1,4.82,0.54,4.28
