Requ Thrput (Mb/s),Recv Thrput (Mb/s),Send Thrput (Mb/s),Packet Size (bytes),Min RTT (μs),Mean RTT (μs),Max RTT (μs),RTT stdev (μs),Med RTT (μs),Idle Cycles,Total Cycles,CPU Util (Fraction),Kernel Cycles,User Cycles,Kernel Entries,Schedules,Warm-up (s),Cool-down (s),Test Duration (s),Total Time (s),Packets Sent,Packet Rate (p/s),Total Packets,L1 I-cache misses,L1 D-cache misses,L1 I-TLB misses,L1 D-TLB misses,Instructions,Instructions per Second,Branch mispredictions,Cycles Per Packet,User cycles per packet,Kernel cycles per packet,Kernel entries per packet,L1 I-cache misses per packet,L1 D-cache misses per packet,L1 I-TLB misses per packet,L1 D-TLB misses per packet,instructions per packet,Branch mis-pred per packet,Bad Packets,Core Cycles,System Cycles,client0_CPU_Util,client0_Kernel_Util,client0_User_Util,client0_net_copier_CPU_Util,client0_net_copier_Kernel_Util,client0_net_copier_User_Util,ethernet_driver_CPU_Util,ethernet_driver_Kernel_Util,ethernet_driver_User_Util,net_virt_rx_CPU_Util,net_virt_rx_Kernel_Util,net_virt_rx_User_Util,net_virt_tx_CPU_Util,net_virt_tx_Kernel_Util,net_virt_tx_User_Util
10.0,10.000184,10.000184,1472,77,138,4599,44.62,143,248827325682,255966181267,0.0279,2167021353,4352966396,3468353,3015712,10,10,244.48,264.48,200000,818.08,200000,46731287,40698417,2430003,5609348,174711988452,660598003,11608663,1279830,21764,10835,17.34,233.66,203.49,12.15,28.05,873559,58.04,0,255966269100,6519987749,0.35,0.05,0.3,0.45,0.14,0.31,0.85,0.28,0.57,0.53,0.24,0.29,0.34,0.13,0.21
20.0,20.000344,20.000344,1472,67,133,408,21.52,123,129963556822,138031995010,0.0585,2516039622,4935880076,3868398,3384316,10,10,122.24,142.24,200000,1636.15,200000,55075134,46563407,2853038,6464075,94267022186,662741954,12612127,690159,24679,12580,19.34,275.38,232.82,14.27,32.32,471335,63.06,0,138032075210,7451919698,0.73,0.11,0.62,0.93,0.29,0.64,1.83,0.61,1.22,1.1,0.51,0.59,0.77,0.3,0.47
50.0,50.000656,50.000656,1472,41,144,699,14.87,139,58682969252,67536954702,0.1311,2757249899,5555346929,4134656,3545072,10,10,48.9,68.9,200000,4090.37,200000,59347621,51710894,3072338,7141670,39261046258,569864895,13969736,337684,27776,13786,20.67,296.74,258.55,15.36,35.71,196305,69.85,0,67537039177,8312596828,1.71,0.24,1.48,2.22,0.69,1.53,4.08,1.34,2.75,2.62,1.2,1.42,1.62,0.6,1.02
100.0,100.000212,100.000212,1472,102,184,517,91.45,138,33598246569,43907835296,0.2348,3103295070,6589380328,4657797,4002208,10,10,24.45,44.45,200000,8180.65,200000,68972485,61372263,3526553,8329294,21698097740,488168714,17171643,219539,32946,15516,23.29,344.86,306.86,17.63,41.65,108490,85.86,0,43907918384,9692675398,3.28,0.43,2.85,4.03,1.2,2.82,7.18,2.29,4.89,4.55,2.04,2.51,2.99,1.09,1.9
200.0,200.001038,199.999038,1472,109,212,494,99.68,147,21176941306,32224476272,0.3428,3110959465,7510648200,4638506,3765449,10,10,12.22,32.22,200000,16361.34,200000,64090957,66371778,3300722,8593792,13251231390,411223233,19439757,161122,37553,15554,23.19,320.45,331.86,16.5,42.97,66256,97.2,0,32224557676,10621607665,5.23,0.55,4.67,6.33,1.75,4.58,10.64,3.08,7.55,6.88,2.98,3.9,3.83,1.27,2.56
300.0,300.001247,300.001246,1472,110,283,570,110.07,279,16053459069,28293473546,0.4326,3232551456,8623592751,4727244,3850365,10,10,8.15,28.15,200000,24541.99,200000,67996275,73322845,3478635,9535524,14396115846,511420039,20977551,141467,43117,16162,23.64,339.98,366.61,17.39,47.68,71980,104.89,0,28293555521,11856144207,7.33,0.71,6.62,8.18,2.04,6.14,13.0,3.49,9.51,8.53,3.68,4.85,4.8,1.48,3.32
400.0,400.009152,400.001151,1472,166,371,860,87.47,377,14574720264,26288220313,0.4456,2652664554,8869080056,3963262,2993794,10,10,6.11,26.11,200000,32723.26,200000,47652387,64979032,2614882,8264203,9291555192,355836586,20268120,131441,44345,13263,19.82,238.26,324.9,13.07,41.32,46457,101.34,0,26288305037,11521744610,7.97,0.52,7.45,8.95,1.83,7.12,14.17,3.23,10.94,8.66,3.58,5.08,4.01,0.9,3.1
500.0,500.01117,499.99367,1472,305,553,938,73.77,540,13024446570,25068080764,0.4804,2318850348,9624575003,3378819,2520848,10,10,4.89,24.89,200000,40904.06,200000,41289587,64403814,2212573,8052096,12833730833,515628501,20183061,125340,48122,11594,16.89,206.45,322.02,11.06,40.26,64168,100.92,0,25068161949,11943425351,9.44,0.52,8.93,9.59,1.48,8.12,15.81,3.2,12.61,8.52,3.29,5.23,4.21,0.75,3.46
600.0,599.996839,600.002839,1472,520,747,976,56.34,748,11927479952,24287624611,0.5089,1928123847,10336880565,2866309,2085123,10,10,4.07,24.07,200000,49083.51,200000,31145382,60541541,1780429,7588911,12423379529,516034910,18784228,121438,51684,9640,14.33,155.73,302.71,8.9,37.94,62116,93.92,0,24287710274,12265004412,10.55,0.31,10.24,10.55,1.41,9.14,16.91,2.82,14.09,7.64,2.64,5.0,4.77,0.73,4.04
700.0,700.001543,699.994543,1472,643,759,992,36.95,760,10844058723,23812407688,0.5446,1696121314,11170018168,2564104,1810832,10,10,3.49,23.49,200000,57264.52,200000,25209602,60777670,1525835,7533914,12059442718,513330211,18451984,119062,55850,8480,12.82,126.05,303.89,7.63,37.67,60297,92.26,0,23812496265,12866139482,11.82,0.16,11.66,11.94,1.51,10.44,17.65,2.58,15.07,7.64,2.33,5.31,4.9,0.52,4.37
800.0,800.005365,800.005365,1472,690,758,951,22.18,758,9854886988,23396325406,0.5788,1476106223,11960662026,2168942,1589936,10,10,3.06,23.06,200000,65445.47,200000,23044552,61325674,1333063,7928645,11790520334,511386659,18940022,116981,59803,7380,10.84,115.22,306.63,6.67,39.64,58952,94.7,0,23396409704,13436768249,13.45,0.17,13.28,12.39,1.2,11.19,18.59,2.18,16.41,7.38,2.09,5.29,5.55,0.65,4.9
900.0,899.997895,899.993395,1472,704,769,940,15.78,769,8943960590,23066097344,0.6122,1204487390,12811943737,1730509,1312014,10,10,2.72,22.72,200000,73625.48,200000,20160289,61694696,1109204,8112261,11563482404,509035610,18787347,115330,64059,6022,8.65,100.8,308.47,5.55,40.56,57817,93.94,0,23066181495,14016431127,15.11,0.18,14.93,12.86,0.83,12.02,19.34,1.78,17.56,7.04,1.68,5.36,6.35,0.73,5.62
1000.0,957.130019,999.991344,1472,1312,1363,1895,14.63,1362,8287370510,22883510818,0.6378,1078480251,13410326842,1535038,1176080,10,10,2.55,22.55,200000,78299.25,200000,18648776,64525070,1043857,8485175,11340057223,502789080,18643540,114417,67051,5392,7.68,93.24,322.63,5.22,42.43,56700,93.22,0,22883596163,14488807093,16.13,0.18,15.95,13.69,0.68,13.0,19.78,1.55,18.23,6.96,1.52,5.44,6.69,0.76,5.93
