Requ Thrput (Mb/s),Recv Thrput (Mb/s),Send Thrput (Mb/s),Packet Size (bytes),Min RTT (μs),Mean RTT (μs),Max RTT (μs),RTT stdev (μs),Med RTT (μs),Idle Cycles,Total Cycles,CPU Util (Fraction),Kernel Cycles,User Cycles,Kernel Entries,Schedules,Warm-up (s),Cool-down (s),Test Duration (s),Total Time (s),Packets Sent,Packet Rate (p/s),Total Packets,L1 I-cache misses,L1 D-cache misses,L1 I-TLB misses,L1 D-TLB misses,Instructions,Instructions per Second,Branch mispredictions,Cycles Per Packet,User cycles per packet,Kernel cycles per packet,Kernel entries per packet,L1 I-cache misses per packet,L1 D-cache misses per packet,L1 I-TLB misses per packet,L1 D-TLB misses per packet,instructions per packet,Branch mis-pred per packet,Bad Packets,Core Cycles,System Cycles,client0_CPU_Util,client0_Kernel_Util,client0_User_Util,client0_net_copier_CPU_Util,client0_net_copier_Kernel_Util,client0_net_copier_User_Util,ethernet_driver_CPU_Util,ethernet_driver_Kernel_Util,ethernet_driver_User_Util,net_virt_rx_CPU_Util,net_virt_rx_Kernel_Util,net_virt_rx_User_Util,net_virt_tx_CPU_Util,net_virt_tx_Kernel_Util,net_virt_tx_User_Util
10.0,10.000184,10.000184,1472,39,143,4523,56.72,151,248635640929,255974687361,0.0287,2289064015,4387978259,3644316,3195528,10,10,244.48,264.48,200000,818.08,200000,49919426,42523714,2600763,5924521,174410773226,659459088,11931422,1279873,21939,11445,18.22,249.6,212.62,13.0,29.62,872053,59.66,0,255974776135,6677042274,0.36,0.05,0.31,0.46,0.15,0.31,0.87,0.3,0.57,0.53,0.25,0.28,0.36,0.14,0.22
20.0,20.000342,20.000342,1472,10,144,366,20.81,151,130202077957,138031414930,0.0567,2484454604,4736352236,3817038,3330872,10,10,122.24,142.24,200000,1636.15,200000,54290366,45820008,2800085,6347657,94199423824,662266648,12868728,690157,23681,12422,19.09,271.45,229.1,14.0,31.74,470997,64.34,0,138031496929,7220806840,0.71,0.1,0.61,0.91,0.29,0.62,1.78,0.61,1.17,1.05,0.5,0.55,0.74,0.29,0.45
50.0,50.000668,50.000668,1472,69,138,387,16.16,138,58687844322,67534701824,0.131,2825253192,5478286373,4215962,3620968,10,10,48.9,68.9,200000,4090.37,200000,61615561,52538414,3129737,7256688,39030717101,566521818,14218000,337673,27391,14126,21.08,308.08,262.69,15.65,36.28,195153,71.09,0,67534781898,8303539565,1.71,0.25,1.47,2.23,0.7,1.53,4.07,1.37,2.7,2.59,1.21,1.37,1.65,0.64,1.01
100.0,100.000508,100.000508,1472,52,197,598,105.4,141,34486605110,43890486189,0.2143,2833264048,6030731191,4239361,3616534,10,10,24.45,44.45,200000,8180.67,200000,62350235,56741286,3189658,7675999,21983648839,494593913,16205823,219452,30153,14166,21.2,311.75,283.71,15.95,38.38,109918,81.03,0,43890572254,8863995239,3.03,0.38,2.66,3.7,1.09,2.61,6.67,2.12,4.55,4.09,1.87,2.21,2.65,0.98,1.67
200.0,200.001178,199.999178,1472,26,210,575,108.49,157,20533895636,32227259612,0.3628,3405203190,7740578840,5000014,4223506,10,10,12.22,32.22,200000,16361.35,200000,75419089,72111730,3810341,9566510,16906729708,524663836,19730973,161136,38702,17026,25.0,377.1,360.56,19.05,47.83,84533,98.65,0,32227342302,11145782030,5.65,0.66,4.99,6.65,1.87,4.78,10.76,3.3,7.45,7.1,3.19,3.91,4.37,1.52,2.85
300.0,300.005498,300.000997,1472,110,282,642,113.57,271,16818478060,28273588473,0.4052,2975104677,8150151487,4388508,3501706,10,10,8.15,28.15,200000,24542.33,200000,59514778,67896584,3085023,8728163,14602787895,518764163,20124432,141367,40750,14875,21.94,297.57,339.48,15.43,43.64,73013,100.62,0,28273672982,11125256164,6.8,0.58,6.22,7.76,1.88,5.88,12.56,3.32,9.24,7.96,3.44,4.52,4.2,1.28,2.92
400.0,399.99796,399.99996,1472,166,368,636,88.17,378,14281802904,26283430090,0.4566,2857374934,8959499502,4188122,3203065,10,10,6.11,26.11,200000,32722.35,200000,54786173,69136602,2850637,8839646,8922267972,341691839,21184989,131417,44797,14286,20.94,273.93,345.68,14.25,44.2,44611,105.92,0,26283515836,11816874436,8.36,0.64,7.73,9.1,1.92,7.18,14.15,3.33,10.82,8.91,3.81,5.09,4.38,1.15,3.23
500.0,500.021573,499.996573,1472,292,521,969,87.93,515,13241084024,25084477936,0.4721,2277939986,9463535096,3357327,2467448,10,10,4.89,24.89,200000,40904.91,200000,39890979,63156317,2155070,7877944,12812706446,514785896,19715169,125422,47317,11389,16.79,199.45,315.78,10.78,39.39,64063,98.58,0,25084561101,11741475082,9.27,0.44,8.84,9.51,1.52,7.99,15.54,3.15,12.4,8.12,3.11,5.01,4.31,0.85,3.46
600.0,599.995999,600.004999,1472,540,745,988,52.74,746,11858362870,24284461805,0.5117,2000424714,10330415384,2966899,2158308,10,10,4.07,24.07,200000,49083.44,200000,32464922,62052344,1856877,7764580,12246271183,508678169,19208722,121422,51652,10002,14.83,162.32,310.26,9.28,38.82,61231,96.04,0,24284548438,12330840098,10.63,0.33,10.3,10.63,1.45,9.18,16.91,2.89,14.03,7.85,2.82,5.03,4.69,0.72,3.96
700.0,700.007369,699.993369,1472,654,766,954,37.75,765,10871975317,23816735517,0.5435,1708012115,11134682247,2584786,1826636,10,10,3.49,23.49,200000,57265.0,200000,25424116,60803071,1540855,7539817,11961564352,509164486,18600004,119083,55673,8540,12.92,127.12,304.02,7.7,37.7,59807,93.0,0,23816820419,12842694362,11.85,0.16,11.69,11.97,1.52,10.45,17.65,2.62,15.03,7.51,2.32,5.2,4.87,0.53,4.34
